# TOTAL_GENES = 11758
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
x408         COVAR   11758     0.021209     0.027721     0.031674      0.25156
x409         COVAR   11758    -0.073121    -0.090499     0.045731      0.94507
x410         COVAR   11758    -0.039958    -0.052623     0.033912      0.88064
x411         COVAR   11758     0.059356     0.073614     0.043259     0.085028
x412         COVAR   11758    -0.010789    -0.013876     0.034093      0.62416
x413         COVAR   11758     0.047001     0.058558     0.042288       0.1332
x414         COVAR   11758     0.001279    0.0017025     0.028532      0.48212
x415         COVAR   11758     0.026915     0.036754     0.024588      0.13684
x416         COVAR   11758    0.0052424    0.0067358     0.036987      0.44365
x417         COVAR   11758    -0.026854    -0.033111     0.037687      0.76193
x418         COVAR   11758     0.027463     0.033704     0.040307      0.24784
x419         COVAR   11758     0.012527     0.015264     0.043663      0.38709
x420         COVAR   11758    -0.039792    -0.051123     0.037801      0.85374
x421         COVAR   11758    -0.016592    -0.021226     0.037118      0.67257
x422         COVAR   11758    -0.024944    -0.030606     0.037244      0.74848
x423         COVAR   11758    -0.009048    -0.011553      0.03546       0.6007
x424         COVAR   11758    -0.031661    -0.039988      0.03628      0.80857
x425         COVAR   11758     0.016583     0.020582     0.040512      0.34115
x426         COVAR   11758    -0.042185    -0.056681     0.030421      0.91722
x427         COVAR   11758   -0.0033509   -0.0042529      0.03771       0.5354
x428         COVAR   11758     0.002344    0.0029492     0.036706      0.47454
x429         COVAR   11758    0.0057134    0.0073248     0.035934      0.43684
x430         COVAR   11758    -0.010872    -0.014092     0.032139      0.63242
x431         COVAR   11758    -0.074744    -0.098491     0.036837      0.97876
x432         COVAR   11758     0.032274     0.040689     0.031054      0.14935
x433         COVAR   11758     0.016125     0.020203     0.032844      0.31173
x434         COVAR   11758      0.05166     0.064471     0.040187     0.099321
x435         COVAR   11758     0.034113     0.045626     0.025844     0.093432
x436         COVAR   11758   -0.0088916    -0.011056     0.039516      0.58901
x437         COVAR   11758     0.092885      0.12042     0.030266    0.0010767
x438         COVAR   11758      0.05005     0.060326     0.040931      0.11072
x439         COVAR   11758     0.042369     0.051079     0.047819      0.18781
x440         COVAR   11758    -0.016264    -0.019771     0.044764      0.64181
x441         COVAR   11758    -0.029235    -0.036503     0.043127      0.75107
x442         COVAR   11758     0.099726      0.12797     0.032328    0.0010209
x443         COVAR   11758    0.0069412    0.0088711     0.033872      0.41882
x444         COVAR   11758    0.0067914    0.0091209     0.026174      0.39764
x445         COVAR   11758     0.021389     0.029737     0.021804      0.16332
x446         COVAR   11758     -0.10244     -0.12767     0.045373      0.98801
x447         COVAR   11758     0.015859     0.020166     0.039683      0.34472
x448         COVAR   11758     0.027265     0.038192     0.021584      0.10328
x449         COVAR   11758     0.030356     0.037269     0.038909      0.21765
x450         COVAR   11758    -0.078401     -0.10056     0.037742       0.9811
x451         COVAR   11758     0.028851     0.036824     0.029761      0.16617
x452         COVAR   11758     0.023389     0.029739     0.040735      0.28293
x453         COVAR   11758    -0.032695    -0.042651     0.028494      0.87439
x454         COVAR   11758    -0.055881    -0.071577     0.036354      0.93785
x455         COVAR   11758     0.034696     0.043061     0.041201      0.19987
x456         COVAR   11758    -0.035515    -0.044833      0.04153      0.80376
x457         COVAR   11758   -0.0034013   -0.0042445     0.042268      0.53207
x458         COVAR   11758     0.071982     0.086135     0.042824     0.046409
x459         COVAR   11758    -0.091173     -0.11894     0.034572      0.99581
x460         COVAR   11758      -0.1087     -0.13533     0.040374      0.99645
x461         COVAR   11758    -0.038005    -0.047347     0.044708      0.80235
x462         COVAR   11758    0.0089603     0.011053     0.044799      0.42074
x463         COVAR   11758     0.010933     0.013887     0.032972      0.37011
x464         COVAR   11758     0.055942     0.070552     0.037885     0.069904
x465         COVAR   11758    -0.076106    -0.095094     0.040514      0.96983
x466         COVAR   11758    0.0074463    0.0099201     0.031429      0.40636
x467         COVAR   11758   -0.0068521   -0.0085232     0.039615      0.56866
x468         COVAR   11758    -0.028508    -0.036752     0.038167      0.77244
x469         COVAR   11758     0.011404     0.015294       0.0269      0.33581
x470         COVAR   11758     0.039035     0.050341     0.033925      0.12495
x471         COVAR   11758    -0.028323    -0.037262     0.031866      0.81294
x472         COVAR   11758    -0.037291    -0.047462     0.034125      0.86274
x473         COVAR   11758     0.023878     0.031015     0.034266      0.24296
x474         COVAR   11758     0.061738     0.081742     0.025085    0.0069326
x475         COVAR   11758  -0.00058858  -0.00075832       0.0391      0.50601
x476         COVAR   11758    0.0089655     0.010999     0.037462      0.40543
x477         COVAR   11758    0.0055081     0.007201      0.02883      0.42424
x478         COVAR   11758    -0.048176    -0.062822     0.033785      0.92304
x479         COVAR   11758    -0.080654     -0.10319     0.035595      0.98826
x480         COVAR   11758    -0.071863    -0.089974     0.039292      0.96628
x481         COVAR   11758    -0.074113    -0.095689     0.037246      0.97668
x482         COVAR   11758     0.033442     0.042405     0.033978      0.16251
x483         COVAR   11758     0.029245       0.0378     0.033099      0.18848
x484         COVAR   11758     -0.01355    -0.017433     0.034267      0.65373
x485         COVAR   11758    -0.033149    -0.041669     0.041701      0.78666
x486         COVAR   11758     0.016613     0.020656     0.039479      0.33695
x487         COVAR   11758   -0.0086127    -0.011093     0.032716      0.60382
x488         COVAR   11758     -0.11895     -0.15547     0.035658      0.99957
x489         COVAR   11758     0.056317     0.070815     0.039933     0.079239
x490         COVAR   11758   0.00034712   0.00042258     0.044603       0.4969
x491         COVAR   11758      0.09074      0.11454      0.03463    0.0043987
x492         COVAR   11758     0.083645      0.10584     0.031473    0.0039395
x493         COVAR   11758    0.0015756     0.002072     0.034788      0.48194
x494         COVAR   11758    -0.082691     -0.10507     0.039564      0.98168
x495         COVAR   11758    -0.029124    -0.036006     0.041289       0.7597
x496         COVAR   11758     0.089848      0.11375     0.035447    0.0056338
x497         COVAR   11758    -0.030162    -0.038515     0.038778      0.78165
x498         COVAR   11758     0.042507     0.053789     0.035828      0.11774
x499         COVAR   11758     0.015069      0.01867     0.039114      0.35003
x500         COVAR   11758    -0.068894    -0.086079     0.039832      0.95814
x501         COVAR   11758       0.0203     0.025345     0.037462      0.29395
x502         COVAR   11758     0.016654     0.020961     0.036705      0.32502
x503         COVAR   11758    -0.028674    -0.036984     0.039354      0.76688
x504         COVAR   11758    -0.095049     -0.11994     0.039644      0.99174
x505         COVAR   11758    0.0030251    0.0036791     0.042644      0.47172
x506         COVAR   11758    -0.038827    -0.050628     0.034428      0.87028
x507         COVAR   11758    0.0039281    0.0049771      0.03751       0.4583
x508         COVAR   11758    -0.045312    -0.056465     0.036837      0.89065
x509         COVAR   11758    0.0022809    0.0028554     0.037594      0.47581
x510         COVAR   11758     0.014387     0.019062     0.034056      0.33635
x511         COVAR   11758   -0.0058791   -0.0074354     0.038337      0.56094
x512         COVAR   11758     -0.02901    -0.037267     0.037567         0.78
x513         COVAR   11758     0.042963     0.053276     0.035484        0.113
x514         COVAR   11758     0.023482     0.029491     0.036267      0.25867
x515         COVAR   11758     0.043575     0.054783     0.037377      0.12185
x516         COVAR   11758    -0.040601    -0.053515      0.03293      0.89119
x517         COVAR   11758      0.03008     0.039068     0.026835      0.13117
x518         COVAR   11758     0.017871     0.024313     0.023611      0.22456
x519         COVAR   11758     0.022357     0.027903     0.031793      0.24098
x520         COVAR   11758     -0.15802     -0.20824     0.039339      0.99997
x521         COVAR   11758     0.021262     0.027255     0.032288      0.25511
x522         COVAR   11758     0.067812     0.087801     0.027786    0.0073406
x523         COVAR   11758     0.025623     0.031655     0.037481      0.24712
x524         COVAR   11758    0.0091718     0.011627     0.033875      0.39329
x525         COVAR   11758   -0.0050161   -0.0062554     0.038972      0.55121
x526         COVAR   11758    0.0029285    0.0036738     0.040088      0.47088
x527         COVAR   11758     -0.11804     -0.14906     0.046041      0.99482
x528         COVAR   11758    -0.086757     -0.10744     0.045972      0.97042
x529         COVAR   11758    -0.038785    -0.048883     0.036841      0.85377
x530         COVAR   11758     0.070483     0.087958     0.036086     0.025409
x531         COVAR   11758    -0.023089    -0.029291     0.038774      0.72423
x532         COVAR   11758     0.051143      0.07403     0.018428    0.0027625
x533         COVAR   11758    0.0072555    0.0092169     0.032374      0.41134
x534         COVAR   11758     0.029365     0.038281     0.031325      0.17428
x535         COVAR   11758    -0.036913    -0.046206     0.031165      0.88187
x536         COVAR   11758     0.049477     0.063682      0.02953     0.046936
x537         COVAR   11758    -0.025279    -0.031166     0.040721      0.73263
x538         COVAR   11758    -0.014162    -0.017461     0.045913      0.62113
x539         COVAR   11758      -0.1494     -0.19633     0.036777      0.99998
x540         COVAR   11758    -0.025355    -0.032303     0.037371      0.75125
x541         COVAR   11758    -0.085884       -0.106     0.042183      0.97911
x542         COVAR   11758    -0.031131    -0.039916     0.037609      0.79609
x543         COVAR   11758    -0.016412    -0.020401     0.043576      0.64677
x544         COVAR   11758     -0.07966     -0.10541     0.030316       0.9957
x545         COVAR   11758    -0.094273     -0.11686     0.045819      0.98017
x546         COVAR   11758     0.018767     0.023351     0.033747      0.28907
x547         COVAR   11758    -0.025953    -0.031977     0.038963      0.74732
x548         COVAR   11758    -0.040713    -0.050723     0.040541      0.84236
x549         COVAR   11758    -0.016625     -0.02047     0.039489      0.66312
x550         COVAR   11758     0.020358     0.028446     0.022912      0.18713
x551         COVAR   11758     0.077205      0.10208     0.031019    0.0064127
x552         COVAR   11758     0.043064     0.054887     0.031676     0.087007
x553         COVAR   11758     0.010993     0.013901     0.038561       0.3878
x554         COVAR   11758    -0.047943    -0.060857     0.037134      0.90165
x555         COVAR   11758    -0.018414    -0.023148     0.041175      0.67264
x556         COVAR   11758     0.096591      0.12384     0.037978    0.0054964
x557         COVAR   11758     0.025648     0.031788     0.039586      0.25853
x558         COVAR   11758      -0.1226     -0.15901     0.036744      0.99957
x559         COVAR   11758     0.062796      0.07812     0.037886     0.048725
x560         COVAR   11758    -0.080428     -0.10697     0.033892      0.99117
x561         COVAR   11758      0.02464     0.030716     0.043476      0.28545
x562         COVAR   11758     0.017433     0.022087     0.035637      0.31236
x563         COVAR   11758     0.024687     0.031183     0.030894      0.21212
x564         COVAR   11758    -0.043359    -0.053942     0.044681      0.83407
x565         COVAR   11758    -0.029146    -0.037724     0.033939      0.80476
x566         COVAR   11758     0.062223      0.07966      0.03254     0.027938
x567         COVAR   11758     0.023772     0.030898     0.035884      0.25384
x568         COVAR   11758    -0.023319    -0.030332     0.034787      0.74867
x569         COVAR   11758    -0.032743    -0.042253     0.035168      0.82408
x570         COVAR   11758    -0.060466    -0.076146     0.039627      0.93646
x571         COVAR   11758     0.014712      0.01845     0.034515      0.33496
x572         COVAR   11758    -0.016997    -0.022596     0.031102      0.70763
x573         COVAR   11758     0.078298      0.10037     0.031174    0.0060155
x574         COVAR   11758    -0.073495    -0.096125     0.038543      0.97172
x575         COVAR   11758    -0.044402    -0.057226     0.038992      0.87258
x576         COVAR   11758     0.093835      0.11571     0.045433     0.019457
x577         COVAR   11758    -0.059247    -0.076053     0.035007       0.9547
x578         COVAR   11758     0.083988      0.10626     0.033578    0.0061943
x579         COVAR   11758     0.023209     0.028705     0.038656      0.27413
x580         COVAR   11758     0.020335     0.025239     0.040495      0.30778
x581         COVAR   11758    -0.011596     -0.01461      0.03691       0.6233
x582         COVAR   11758     0.045374     0.054948       0.0474      0.16923
x583         COVAR   11758    -0.073502    -0.092962       0.0408      0.96418
x584         COVAR   11758     -0.12817     -0.16312     0.041348      0.99903
x585         COVAR   11758    -0.084653     -0.10516     0.046421      0.96588
x586         COVAR   11758     0.040344      0.04946     0.040525      0.15975
x587         COVAR   11758     0.073137     0.089958     0.046216     0.056781
x588         COVAR   11758    0.0077691    0.0098368     0.038194      0.41941
x589         COVAR   11758    -0.073313    -0.092028     0.040015      0.96652
x590         COVAR   11758    -0.050986    -0.063744     0.045158      0.87055
x591         COVAR   11758    -0.073405    -0.096755     0.034874      0.98234
x592         COVAR   11758    -0.032586    -0.041807     0.036734      0.81247
x593         COVAR   11758    -0.066573    -0.084188     0.037636      0.96153
x594         COVAR   11758     0.024762     0.035297     0.024031      0.15141
x595         COVAR   11758    -0.078135    -0.099311     0.038677      0.97831
x596         COVAR   11758    -0.057047    -0.071471     0.036715      0.93987
x597         COVAR   11758    -0.014161    -0.017746     0.036183      0.65224
x598         COVAR   11758    -0.013222    -0.016428      0.04364      0.61904
x599         COVAR   11758     0.022048     0.028047     0.034806      0.26322
x600         COVAR   11758       -0.156     -0.19515     0.045707      0.99968
x601         COVAR   11758    -0.033403     -0.04347     0.036924      0.81716
x602         COVAR   11758    -0.028955    -0.038672     0.034151      0.80173
x603         COVAR   11758     -0.13736     -0.17308     0.044542      0.99898
x604         COVAR   11758    -0.056199    -0.070457     0.041258      0.91341
x605         COVAR   11758     0.042043     0.051085     0.044227      0.17091
x606         COVAR   11758     0.086485      0.10845     0.037073    0.0098373
x607         COVAR   11758     0.016612      0.02171     0.028775      0.28187
x608         COVAR   11758    -0.075846    -0.098173     0.037561      0.97826
x609         COVAR   11758    -0.095094     -0.12407      0.03578      0.99606
x610         COVAR   11758     -0.10026     -0.12674     0.040597      0.99323
x611         COVAR   11758    -0.037189     -0.04655     0.037679      0.83817
x612         COVAR   11758    -0.047286    -0.062604     0.035821      0.90658
x613         COVAR   11758   -0.0036763   -0.0047151     0.036066      0.54059
x614         COVAR   11758     0.011697     0.014315     0.039128      0.38249
x615         COVAR   11758   -0.0061294   -0.0084636     0.029085      0.58345
x616         COVAR   11758     0.030807     0.037415     0.047372      0.25775
x617         COVAR   11758   -0.0057191   -0.0070954     0.041585      0.55469
x618         COVAR   11758     0.062296     0.080195     0.028538     0.014531
x619         COVAR   11758     0.022216     0.027657      0.04249      0.30055
x620         COVAR   11758      0.05138     0.068449     0.028725     0.036846
x621         COVAR   11758     0.092035      0.12084     0.032223    0.0021478
x622         COVAR   11758   -0.0074638   -0.0097155     0.033584      0.58794
x623         COVAR   11758    -0.030141    -0.036732     0.046198      0.74293
x624         COVAR   11758     0.022552     0.029167     0.035228      0.26104
x625         COVAR   11758     0.026236     0.033184     0.035082      0.22728
x626         COVAR   11758     -0.01055    -0.014184     0.027069      0.65164
x627         COVAR   11758     0.019846     0.025103     0.033953      0.27944
x628         COVAR   11758    0.0013663    0.0016985     0.043919      0.48759
x629         COVAR   11758      0.02177     0.031045     0.024143      0.18362
x630         COVAR   11758    -0.054257    -0.071457     0.035686      0.93578
x631         COVAR   11758    -0.068513    -0.086286     0.042339      0.94717
x632         COVAR   11758    -0.098733      -0.1236     0.041178      0.99174
x633         COVAR   11758        0.064     0.081054     0.034556     0.032021
x634         COVAR   11758     0.022385      0.02838      0.03917      0.28384
x635         COVAR   11758     0.045567     0.055745     0.037663      0.11318
x636         COVAR   11758    -0.044495    -0.055264      0.04582      0.83424
x637         COVAR   11758    -0.031768    -0.039153     0.046569      0.75243
x638         COVAR   11758     0.092814      0.11734     0.035546    0.0045189
x639         COVAR   11758    -0.084527     -0.10575     0.036681      0.98939
x640         COVAR   11758   -0.0049844   -0.0065597     0.032346      0.56123
x641         COVAR   11758   -0.0087729    -0.011223     0.032033      0.60791
x642         COVAR   11758    -0.078367    -0.099162     0.038439      0.97925
x643         COVAR   11758      0.01785     0.022191      0.03916      0.32427
x644         COVAR   11758     0.011059     0.013743     0.039949      0.39096
x645         COVAR   11758     -0.14503     -0.18466     0.044412      0.99945
x646         COVAR   11758    -0.028294    -0.035399     0.039969      0.76049
x647         COVAR   11758     0.030971     0.038037     0.035786      0.19341
x648         COVAR   11758    -0.061209    -0.078239     0.037437      0.94896
x649         COVAR   11758    -0.038183    -0.050857     0.031518      0.88713
x650         COVAR   11758     0.034808     0.043754     0.038059      0.18022
x651         COVAR   11758   -0.0046194   -0.0061321     0.030612      0.55997
x652         COVAR   11758    -0.037156    -0.048223     0.034352      0.86028
x653         COVAR   11758     -0.14363      -0.1897      0.03743      0.99994
x654         COVAR   11758    -0.076008     -0.09561     0.039623      0.97245
x655         COVAR   11758      0.08616      0.11141     0.036412    0.0089927
x656         COVAR   11758     0.020252     0.025303     0.041026      0.31079
x657         COVAR   11758    -0.017047    -0.021397     0.033675      0.69364
x658         COVAR   11758     0.018942     0.023943     0.035775      0.29825
x659         COVAR   11758     0.045809     0.061298     0.023752     0.026899
x660         COVAR   11758    -0.007985   -0.0099794     0.040228      0.57867
x661         COVAR   11758    -0.028936    -0.038868     0.030061      0.83211
x662         COVAR   11758    -0.062326    -0.081155     0.034127      0.96608
x663         COVAR   11758     0.025933     0.031639      0.04471      0.28095
x664         COVAR   11758   -0.0017817   -0.0021998     0.033754      0.52105
x665         COVAR   11758     -0.05214    -0.065654     0.038167      0.91403
x666         COVAR   11758    0.0013872    0.0017726     0.034928      0.48416
x667         COVAR   11758    -0.025294    -0.031522     0.045319      0.71162
x668         COVAR   11758     0.012928     0.016747     0.029261      0.32931
x669         COVAR   11758    -0.042093    -0.054347     0.035088      0.88485
x670         COVAR   11758    -0.016829    -0.021259      0.03998      0.66309
x671         COVAR   11758    -0.037807    -0.048608     0.034418      0.86399
x672         COVAR   11758     0.046021     0.057337     0.044701      0.15163
x673         COVAR   11758     0.014085     0.017765      0.04177      0.36798
x674         COVAR   11758    -0.028995     -0.03594     0.044288      0.74366
x675         COVAR   11758     0.014162     0.017268     0.039725      0.36074
x676         COVAR   11758     0.015062     0.018961     0.036496      0.33992
x677         COVAR   11758    -0.013256    -0.017498     0.030387      0.66867
x678         COVAR   11758  -0.00080554   -0.0010439      0.03228      0.50995
x679         COVAR   11758     0.040156     0.053366     0.026873     0.067561
x680         COVAR   11758   -0.0032439    -0.004208     0.033847      0.53817
x681         COVAR   11758     0.017217     0.021826      0.03223      0.29661
x682         COVAR   11758      0.11548      0.14465     0.036142   0.00070096
x683         COVAR   11758    -0.010115    -0.013143     0.034334      0.61585
x684         COVAR   11758    -0.019418    -0.024613     0.036282      0.70374
x685         COVAR   11758    -0.014056    -0.018173     0.035969      0.65202
x686         COVAR   11758     0.028818     0.036828     0.032803      0.18985
x687         COVAR   11758     0.010396     0.013248     0.040193      0.39796
x688         COVAR   11758    0.0042211    0.0054398      0.03471       0.4516
x689         COVAR   11758     0.047131     0.063906     0.026746     0.039036
x690         COVAR   11758    -0.012352    -0.016134      0.03285      0.64654
x691         COVAR   11758     0.047126     0.061626     0.026445     0.037387
x692         COVAR   11758     0.046044     0.058363     0.034732     0.092479
x693         COVAR   11758     0.076246     0.099071     0.034787     0.014207
x694         COVAR   11758     -0.03487    -0.044621     0.038245      0.81904
x695         COVAR   11758     0.036656       0.0454     0.042909      0.19649
x696         COVAR   11758     0.051161       0.0651     0.031317     0.051181
x697         COVAR   11758    -0.093418     -0.11946     0.039528      0.99094
x698         COVAR   11758    -0.040694     -0.05467     0.029523      0.91594
x699         COVAR   11758    -0.010532    -0.013071      0.04063      0.60226
x700         COVAR   11758    0.0079142    0.0099996      0.03672      0.41468
x701         COVAR   11758   -0.0033547   -0.0044268     0.028246      0.54727
x702         COVAR   11758    -0.025412    -0.032837     0.033348      0.77697
x703         COVAR   11758     0.029181     0.037847     0.034497      0.19881
x704         COVAR   11758     0.021625     0.029037     0.027428      0.21524
x705         COVAR   11758    -0.082031     -0.10333     0.038858      0.98261
x706         COVAR   11758    -0.035857       -0.045     0.036084      0.83981
x707         COVAR   11758    -0.086136     -0.11209     0.039707      0.98496
x708         COVAR   11758      0.12074      0.15092     0.031882   7.6642e-05
x709         COVAR   11758   -0.0060319   -0.0073531     0.034162      0.57007
x710         COVAR   11758      0.04117     0.053466      0.03218       0.1004
x711         COVAR   11758    0.0055121    0.0069122     0.037711       0.4419
x712         COVAR   11758    -0.059185    -0.073074     0.043894      0.91121
x713         COVAR   11758     0.018737     0.022447     0.042522      0.32974
x714         COVAR   11758   0.00044703   0.00055507     0.036085      0.49506
x715         COVAR   11758    -0.026035    -0.034992     0.029078      0.81469
x716         COVAR   11758     0.031329     0.039431     0.039648      0.21472
x717         COVAR   11758    -0.035442    -0.043869     0.040727       0.8079
x718         COVAR   11758     0.015377     0.019514     0.032466      0.31788
x719         COVAR   11758  -0.00058502  -0.00073433     0.035941      0.50649
x720         COVAR   11758     0.014353     0.018562     0.026693      0.29539
x721         COVAR   11758     0.018611     0.024046     0.035103        0.298
x722         COVAR   11758     0.083003      0.10356     0.039031     0.016739
x723         COVAR   11758    -0.018001    -0.022232     0.039057      0.67755
x724         COVAR   11758     0.042206     0.055481     0.027895     0.065153
x725         COVAR   11758     0.058792     0.073144     0.040349     0.072563
x726         COVAR   11758     0.027188     0.034794     0.035494      0.22185
x727         COVAR   11758     0.020224     0.026597     0.025009      0.20936
x728         COVAR   11758    -0.044771    -0.056697     0.038799      0.87572
x729         COVAR   11758    0.0054459    0.0073179     0.026953      0.41994
x730         COVAR   11758    -0.020644    -0.025529     0.036322       0.7151
x731         COVAR   11758     0.047279     0.062547     0.029044     0.051796
x732         COVAR   11758      0.11851      0.14777     0.035437   0.00041393
x733         COVAR   11758    -0.060458    -0.074954     0.040181      0.93378
x734         COVAR   11758    -0.010958    -0.013642     0.041146        0.605
x735         COVAR   11758     0.030903     0.041538     0.024405      0.10273
x736         COVAR   11758    -0.034877    -0.044561     0.038191      0.81943
x737         COVAR   11758    -0.051154    -0.066193     0.033239      0.93808
x738         COVAR   11758    -0.096191     -0.12709     0.034895      0.99707
x739         COVAR   11758     0.027485     0.034435     0.037289      0.23054
x740         COVAR   11758     -0.05372     -0.07232     0.030527      0.96076
x741         COVAR   11758    0.0065339    0.0083454     0.037082      0.43007
x742         COVAR   11758    -0.073683    -0.094677      0.03663      0.97786
x743         COVAR   11758     0.062576     0.080861     0.029947     0.018339
x744         COVAR   11758     0.017118     0.020954     0.044412      0.34996
x745         COVAR   11758     0.030175     0.040263     0.031211      0.16682
x746         COVAR   11758    -0.036186    -0.045152     0.043699      0.79618
x747         COVAR   11758     -0.12798     -0.16696     0.035324      0.99985
x748         COVAR   11758    -0.050564    -0.067954     0.030129      0.95333
x749         COVAR   11758    -0.015956    -0.020641     0.034893      0.67627
x750         COVAR   11758    -0.025153    -0.032867     0.033797      0.77163
x751         COVAR   11758     0.025551     0.033239     0.033301      0.22147
x752         COVAR   11758     -0.13033     -0.16213     0.047837      0.99677
x753         COVAR   11758     0.052785     0.066958     0.038622     0.085873
x754         COVAR   11758     0.049874     0.064428      0.03117     0.054806
x755         COVAR   11758   -0.0071701   -0.0090938     0.032006      0.58863
x756         COVAR   11758     0.042086     0.054225     0.027634     0.063894
x757         COVAR   11758     0.058597     0.073558     0.037143     0.057344
x758         COVAR   11758    0.0021827    0.0028242     0.033277      0.47385
x759         COVAR   11758      0.07674     0.097625     0.033215     0.010443
x760         COVAR   11758    -0.015738    -0.020067     0.039052      0.65652
x761         COVAR   11758    -0.018593    -0.023548     0.038506      0.68539
x762         COVAR   11758    -0.038335    -0.048471     0.040405      0.82862
x763         COVAR   11758     0.045984     0.055761     0.047185       0.1649
x764         COVAR   11758   -0.0032119   -0.0039429     0.038241      0.53347
x765         COVAR   11758      0.12138       0.1487     0.045564    0.0038676
x766         COVAR   11758     0.015597     0.020716     0.029558      0.29887
x767         COVAR   11758    -0.044012    -0.056753     0.029664      0.93104
x768         COVAR   11758     0.027125     0.035678     0.026026      0.14866
x769         COVAR   11758     0.039683     0.050431     0.030983      0.10015
x770         COVAR   11758     0.010599     0.013333     0.038313      0.39103
x771         COVAR   11758     0.071394     0.095971     0.025693     0.002733
x772         COVAR   11758    -0.020907    -0.026317      0.03979      0.70035
x773         COVAR   11758    -0.023073    -0.029292     0.035324      0.74317
x774         COVAR   11758  -0.00040259  -0.00051268     0.030269      0.50531
x775         COVAR   11758     -0.02099    -0.026216     0.036088      0.71959
x776         COVAR   11758    -0.081763     -0.10196     0.046081      0.96198
x777         COVAR   11758    -0.043262     -0.05337     0.034499      0.89507
x778         COVAR   11758     0.040085     0.049997     0.039934      0.15775
x779         COVAR   11758    -0.070383    -0.089095     0.037435      0.96994
x780         COVAR   11758   -0.0061666   -0.0078632     0.038149      0.56421
x781         COVAR   11758    -0.035345    -0.044673      0.04096      0.80589
x782         COVAR   11758    -0.054961    -0.073465     0.031085      0.96146
x783         COVAR   11758    -0.028071    -0.035967     0.036629      0.77827
x784         COVAR   11758     0.025516     0.031706     0.033777      0.22501
x785         COVAR   11758     0.013516     0.017613     0.030066      0.32653
x786         COVAR   11758      -0.1369     -0.17588     0.040625      0.99962
x787         COVAR   11758     0.075843     0.098254     0.035832     0.017156
x788         COVAR   11758      0.03001     0.037723     0.040981        0.232
x789         COVAR   11758     0.069995     0.091262     0.033326     0.017861
x790         COVAR   11758     0.040926     0.050376     0.035087      0.12173
x791         COVAR   11758    -0.015452    -0.019493      0.03813      0.65735
x792         COVAR   11758    -0.045246     -0.05555     0.041334      0.86315
x793         COVAR   11758    -0.018301    -0.023059     0.040105      0.67592
x794         COVAR   11758    -0.079629    -0.099904     0.039897      0.97701
x795         COVAR   11758     0.047803     0.060793     0.031095     0.062119
x796         COVAR   11758    -0.022835    -0.027975     0.046741      0.68742
x797         COVAR   11758   -0.0015531   -0.0018838     0.045335      0.51366
x798         COVAR   11758    -0.074261    -0.093147     0.039039      0.97142
x799         COVAR   11758    -0.023879    -0.029545     0.046186      0.69742
x800         COVAR   11758     -0.11824     -0.14717     0.043093      0.99696
x801         COVAR   11758   -0.0013586   -0.0017278     0.038279      0.51416
x802         COVAR   11758    -0.040327     -0.05322     0.035484      0.87212
x803         COVAR   11758    -0.032582    -0.040932     0.037838      0.80539
x804         COVAR   11758     0.034646     0.044304     0.032889      0.14608
x805         COVAR   11758    -0.032046    -0.039753     0.044909      0.76225
x806         COVAR   11758     -0.02561    -0.031084     0.040154      0.73819
x807         COVAR   11758    -0.037757    -0.048619     0.039118      0.83276
x808         COVAR   11758     0.058017     0.071578     0.044385     0.095599
x809         COVAR   11758    0.0051608    0.0065261     0.033553      0.43888
x810         COVAR   11758     -0.16102     -0.20289     0.046372      0.99974
x811         COVAR   11758    -0.059093    -0.072699     0.043272      0.91396
x812         COVAR   11758     0.020656     0.025775     0.037612      0.29145
x813         COVAR   11758     0.052493       0.0647     0.036718      0.07643
x814         COVAR   11758     -0.02342    -0.030194     0.036759      0.73797
x815         COVAR   11758     0.012078      0.01652     0.022589      0.29644
x816         COVAR   11758     0.057546     0.074822     0.026689     0.015546
x817         COVAR   11758     0.015309     0.019135      0.03573      0.33416
x818         COVAR   11758     0.052382     0.067209     0.030019     0.040512
x819         COVAR   11758    -0.094161     -0.11837      0.03909      0.99199
x820         COVAR   11758     0.014151     0.017567     0.043006      0.37106
x821         COVAR   11758     0.060018     0.074596       0.0432     0.082385
x822         COVAR   11758     -0.03247    -0.041551     0.042182      0.77927
x823         COVAR   11758    -0.048682    -0.063072     0.034632      0.92008
x824         COVAR   11758     -0.11142     -0.14726     0.033376      0.99958
x825         COVAR   11758     -0.03027     -0.03812     0.039469      0.77843
x826         COVAR   11758     0.005552    0.0070866     0.030112      0.42686
x827         COVAR   11758    0.0087645     0.011279     0.035027      0.40121
x828         COVAR   11758    -0.048342    -0.061733      0.03945      0.88977
x829         COVAR   11758     0.019819     0.025234     0.032581       0.2715
x830         COVAR   11758     0.040928     0.051279      0.03623      0.12932
x831         COVAR   11758    -0.015664    -0.019065     0.045704      0.63409
x832         COVAR   11758     0.031762      0.03827     0.048167      0.25482
x833         COVAR   11758     0.014375     0.018034     0.035837      0.34417
x834         COVAR   11758    -0.062705    -0.083532     0.031904      0.97531
x835         COVAR   11758     0.040791     0.049994     0.044345      0.17883
