# TOTAL_GENES = 11758
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
x836         COVAR   11758     -0.10663     -0.13644      0.04031      0.99591
x837         COVAR   11758     -0.10643     -0.14201     0.034821      0.99888
x838         COVAR   11758     0.031664     0.038258      0.04455      0.23863
x839         COVAR   11758     -0.05314    -0.066555     0.038563      0.91589
x840         COVAR   11758    -0.077815    -0.099346     0.037119      0.98196
x841         COVAR   11758     0.069838     0.088836     0.032481     0.015784
x842         COVAR   11758     0.093288      0.11643     0.040558      0.01073
x843         COVAR   11758    -0.082413      -0.1064     0.034951       0.9908
x844         COVAR   11758   -0.0093725    -0.011526     0.045036      0.58243
x845         COVAR   11758    -0.072326    -0.090783     0.037839      0.97201
x846         COVAR   11758      0.11017      0.13786     0.034322   0.00066553
x847         COVAR   11758    -0.035495    -0.047987     0.029453      0.88591
x848         COVAR   11758   -0.0034571   -0.0041901     0.045578      0.53023
x849         COVAR   11758     0.024429     0.031165     0.031336      0.21783
x850         COVAR   11758    0.0018247    0.0023837     0.032914       0.4779
x851         COVAR   11758     0.032834     0.042168      0.03286      0.15886
x852         COVAR   11758     0.055221     0.070123     0.034088     0.052633
x853         COVAR   11758    -0.017721    -0.022225      0.03969      0.67237
x854         COVAR   11758   -0.0047588   -0.0058324     0.039447      0.54801
x855         COVAR   11758    -0.033024      -0.0434     0.036299      0.81853
x856         COVAR   11758     0.070178     0.091351     0.034633     0.021378
x857         COVAR   11758     0.083262      0.10783     0.035839     0.010093
x858         COVAR   11758    -0.042365    -0.054908     0.036095      0.87973
x859         COVAR   11758    -0.010437     -0.01287     0.036315      0.61309
x860         COVAR   11758     -0.10705     -0.13455     0.040179      0.99614
x861         COVAR   11758    -0.011906    -0.014801     0.042863       0.6094
x862         COVAR   11758    -0.014265    -0.017711     0.043495      0.62853
x863         COVAR   11758     0.056549     0.071201     0.035859     0.057413
x864         COVAR   11758    -0.024009    -0.031849     0.030618      0.78351
x865         COVAR   11758     0.030072     0.038427      0.02898      0.14972
x866         COVAR   11758     0.025297     0.032783     0.034289      0.23034
x867         COVAR   11758     0.018029     0.023592     0.027704      0.25761
x868         COVAR   11758    -0.057566     -0.07091     0.040331      0.92325
x869         COVAR   11758    -0.050111    -0.064552     0.036719      0.91382
x870         COVAR   11758      0.03195     0.040621      0.03252      0.16294
x871         COVAR   11758     0.074078     0.090503     0.043436     0.044071
x872         COVAR   11758    -0.052628    -0.065468     0.044021      0.88405
x873         COVAR   11758    -0.041304    -0.051091     0.045832      0.81625
x874         COVAR   11758     0.033039     0.041267     0.039479      0.20134
x875         COVAR   11758     -0.11704     -0.15471     0.035807      0.99946
x876         COVAR   11758     -0.03824    -0.049509     0.038028      0.84268
x877         COVAR   11758     0.015528     0.019651       0.0318      0.31267
x878         COVAR   11758    -0.085369     -0.10747     0.039077      0.98553
x879         COVAR   11758     0.047258     0.060413     0.031632     0.067602
x880         COVAR   11758     0.013984     0.017652     0.042301      0.37048
x881         COVAR   11758     -0.06094    -0.075381     0.043703      0.91839
x882         COVAR   11758    -0.031114    -0.040099     0.035654      0.80857
x883         COVAR   11758     0.014156     0.018008     0.039579       0.3603
x884         COVAR   11758    0.0028749    0.0036987     0.036658      0.46875
x885         COVAR   11758    -0.052618    -0.068885     0.036417      0.92574
x886         COVAR   11758     0.040031     0.051526      0.03223      0.10712
x887         COVAR   11758    -0.046732    -0.060925     0.034837       0.9101
x888         COVAR   11758    -0.002969   -0.0038483     0.033978      0.53481
x889         COVAR   11758     0.047435     0.059321      0.03906      0.11231
x890         COVAR   11758    -0.029128    -0.038152     0.025857      0.87002
x891         COVAR   11758     0.075411     0.094096      0.03881     0.026017
x892         COVAR   11758    0.0045924    0.0058032     0.036251       0.4496
x893         COVAR   11758     0.052255     0.066716     0.032691     0.054986
x894         COVAR   11758    -0.031037    -0.039457     0.035891       0.8064
x895         COVAR   11758    0.0031077    0.0039952     0.032101      0.46144
x896         COVAR   11758   -0.0053727   -0.0068585     0.034824      0.56131
x897         COVAR   11758     0.093286       0.1212     0.034835    0.0037096
x898         COVAR   11758    -0.099583     -0.12673     0.039885      0.99373
x899         COVAR   11758     0.048949     0.063249      0.03573     0.085362
x900         COVAR   11758     0.010572     0.013318     0.034384      0.37925
x901         COVAR   11758     0.065356     0.080909     0.039202     0.047753
x902         COVAR   11758     0.026696     0.036001     0.024977      0.14259
x903         COVAR   11758     0.040178     0.053136     0.029207     0.084483
x904         COVAR   11758    -0.019088    -0.024379     0.032061      0.72419
x905         COVAR   11758    -0.018389    -0.022823      0.04167       0.6705
x906         COVAR   11758   -0.0018157   -0.0022332     0.047197      0.51534
x907         COVAR   11758     0.018556     0.022591     0.039607      0.31972
x908         COVAR   11758   -0.0036507   -0.0046769     0.037351      0.53893
x909         COVAR   11758    -0.027116    -0.033762     0.038385      0.76003
x910         COVAR   11758     0.041914     0.050635     0.047533      0.18896
x911         COVAR   11758     0.058459     0.076085     0.032944     0.038005
x912         COVAR   11758    -0.064788    -0.080517     0.045678      0.92194
x913         COVAR   11758      0.01738     0.023184     0.026869      0.25887
x914         COVAR   11758    -0.013281    -0.017107     0.036817      0.64084
x915         COVAR   11758    -0.052715    -0.065433     0.042697       0.8915
x916         COVAR   11758     0.020132     0.025535     0.030561      0.25504
x917         COVAR   11758     0.091752      0.11749     0.032575    0.0024306
x918         COVAR   11758     -0.10354     -0.12677     0.048202      0.98413
x919         COVAR   11758    -0.067999    -0.084298     0.043525      0.94088
x920         COVAR   11758     0.051535     0.068368     0.029132     0.038459
x921         COVAR   11758     -0.10418     -0.13561     0.035699      0.99824
x922         COVAR   11758     0.032496     0.040666      0.03846      0.19909
x923         COVAR   11758     -0.10672      -0.1389     0.036731      0.99816
x924         COVAR   11758     0.027307       0.0348     0.030969      0.18897
x925         COVAR   11758     0.048975      0.05956     0.043758      0.13153
x926         COVAR   11758     0.021377     0.027342     0.031284      0.24721
x927         COVAR   11758     -0.03558    -0.047522     0.033617      0.85505
x928         COVAR   11758    -0.048363    -0.060053     0.041983      0.87532
x929         COVAR   11758      0.02023      0.02484     0.037728      0.29591
x930         COVAR   11758      0.10429      0.12748      0.03369   0.00098462
x931         COVAR   11758     0.045836     0.059765     0.030243     0.064825
x932         COVAR   11758     0.052545     0.067606     0.032673     0.053911
x933         COVAR   11758     0.054677     0.071463     0.031363     0.040648
x934         COVAR   11758      0.10038      0.12896     0.030366   0.00047547
x935         COVAR   11758     -0.11366     -0.14803     0.038105      0.99857
x936         COVAR   11758     -0.11881      -0.1474     0.048722      0.99262
x937         COVAR   11758    -0.040267    -0.052844     0.035843      0.86936
x938         COVAR   11758      -0.1542     -0.19712     0.043911      0.99978
x939         COVAR   11758     -0.13118     -0.17197     0.036057      0.99986
x940         COVAR   11758     0.027767     0.035146     0.036853      0.22559
x941         COVAR   11758      0.05869     0.073913     0.033061     0.037949
x942         COVAR   11758     0.022678     0.029227     0.027717      0.20663
x943         COVAR   11758     0.042615     0.054277     0.038076      0.13154
x944         COVAR   11758   -0.0075963   -0.0093957     0.045084       0.5669
x945         COVAR   11758    -0.055189    -0.072811     0.033917      0.94814
x946         COVAR   11758     0.038479     0.049378     0.029502     0.096085
x947         COVAR   11758   -0.0028301   -0.0035185     0.037512      0.53007
x948         COVAR   11758     0.019367     0.023778     0.039156      0.31044
x949         COVAR   11758     0.027673     0.034959      0.03555      0.21817
x950         COVAR   11758    -0.028302    -0.036071     0.035887      0.78483
x951         COVAR   11758    -0.040794    -0.055318     0.029039      0.91994
x952         COVAR   11758     -0.02304    -0.029311     0.039632      0.71949
x953         COVAR   11758     0.020305     0.026297     0.033085      0.26971
x954         COVAR   11758    -0.070717    -0.091448     0.037401      0.97066
x955         COVAR   11758   -0.0048949   -0.0060913      0.04115      0.54734
x956         COVAR   11758      0.09784      0.12584     0.030977   0.00079522
x957         COVAR   11758    -0.073664    -0.093247     0.039355      0.96937
x958         COVAR   11758    -0.033984    -0.043273     0.038843      0.80918
x959         COVAR   11758     0.046849     0.060134      0.03112     0.066121
x960         COVAR   11758     0.054135      0.07041     0.032177     0.046257
x961         COVAR   11758      0.02639     0.031908     0.040088      0.25518
x962         COVAR   11758     -0.04541    -0.058702     0.031847      0.92303
x963         COVAR   11758      0.02666     0.034167     0.034342      0.21879
x964         COVAR   11758     -0.03909    -0.049803     0.040946      0.83012
x965         COVAR   11758      -0.0211    -0.025879     0.046641      0.67451
x966         COVAR   11758     0.015662     0.019879     0.035533      0.32969
x967         COVAR   11758    0.0074964    0.0091816     0.046196      0.43555
x968         COVAR   11758   -0.0075071   -0.0096502     0.028941      0.60233
x969         COVAR   11758     0.038724     0.053999     0.022016     0.039309
x970         COVAR   11758     0.023966     0.032091     0.026915      0.18663
x971         COVAR   11758    -0.051998    -0.070276     0.026745      0.97405
x972         COVAR   11758    -0.074656    -0.097557     0.036218      0.98035
x973         COVAR   11758     0.020612     0.027403     0.026711      0.22016
x974         COVAR   11758    -0.071943    -0.093558      0.03418      0.98234
x975         COVAR   11758   -0.0077857    -0.009605     0.044642      0.56922
x976         COVAR   11758     -0.14398     -0.19042     0.038513      0.99991
x977         COVAR   11758     0.019845     0.024757     0.042323      0.31957
x978         COVAR   11758     0.098437      0.12832     0.034948    0.0024304
x979         COVAR   11758    -0.033299    -0.040994     0.045404      0.76834
x980         COVAR   11758   -0.0021268   -0.0026165     0.043212      0.51963
x981         COVAR   11758     0.043081      0.05411     0.036486      0.11886
x982         COVAR   11758    -0.015017    -0.018579     0.038184      0.65294
x983         COVAR   11758     0.077498      0.10044     0.035296     0.014067
x984         COVAR   11758     -0.01503    -0.019767     0.034315       0.6693
x985         COVAR   11758    -0.011473    -0.015523     0.029556      0.65106
x986         COVAR   11758    -0.033685    -0.042251     0.039767      0.80151
x987         COVAR   11758  -1.9519e-05  -2.4303e-05     0.042941      0.50018
x988         COVAR   11758    -0.024369    -0.030045     0.039169      0.73308
x989         COVAR   11758    -0.051624    -0.066173     0.036714      0.92014
x990         COVAR   11758     0.040341     0.050599     0.035539      0.12817
x991         COVAR   11758     0.021188     0.026505     0.036681      0.28176
x992         COVAR   11758    -0.040124    -0.052363      0.03409      0.88039
x993         COVAR   11758      0.04696     0.059196     0.036355     0.098243
x994         COVAR   11758    0.0051719    0.0066866     0.032935      0.43761
x995         COVAR   11758    -0.035681    -0.046439     0.031018      0.87498
x996         COVAR   11758    -0.072698    -0.088045     0.043366      0.95315
x997         COVAR   11758    -0.025009    -0.031806     0.039648       0.7359
x998         COVAR   11758   -0.0012396   -0.0015338     0.034929      0.51415
x999         COVAR   11758      0.11982      0.15462     0.032455   0.00011177
x1000        COVAR   11758     0.018196     0.024058     0.028315      0.26024
x1001        COVAR   11758    0.0088315     0.012175     0.025729      0.36571
x1002        COVAR   11758     0.041015     0.055243     0.023661     0.041523
x1003        COVAR   11758     0.062761     0.075934     0.043561      0.07484
x1004        COVAR   11758     0.067554     0.081539     0.047187     0.076142
x1005        COVAR   11758     0.014147     0.019451     0.022366      0.26353
x1006        COVAR   11758    -0.086182      -0.1086     0.038456      0.98748
x1007        COVAR   11758  -1.0465e-05  -1.3507e-05     0.033539      0.50012
x1008        COVAR   11758    -0.033521    -0.043363     0.035304      0.82881
x1009        COVAR   11758     0.039378     0.053644       0.0263     0.067178
x1010        COVAR   11758    -0.027286    -0.035415      0.03668      0.77152
x1011        COVAR   11758     0.022186     0.027502     0.032665      0.24851
x1012        COVAR   11758    -0.058838    -0.074196     0.044198      0.90843
x1013        COVAR   11758     0.023399     0.030685     0.029025      0.21008
x1014        COVAR   11758    -0.059288     -0.07744     0.037148      0.94474
x1015        COVAR   11758   0.00032116   0.00039862     0.036473      0.49649
x1016        COVAR   11758    -0.096364     -0.12089     0.038444       0.9939
x1017        COVAR   11758     -0.12543     -0.16126     0.038234      0.99948
x1018        COVAR   11758    -0.018635    -0.022974     0.039875      0.67987
x1019        COVAR   11758     0.052376     0.069058     0.027149     0.026863
x1020        COVAR   11758     0.054797     0.070546     0.030802     0.037632
x1021        COVAR   11758       0.1159      0.14972      0.03262   0.00019118
x1022        COVAR   11758     0.054253     0.071786     0.025362     0.016224
x1023        COVAR   11758    -0.044916    -0.058254     0.037317      0.88562
x1024        COVAR   11758    -0.033031     -0.04174      0.04052      0.79251
x1025        COVAR   11758     0.040672     0.052422     0.031982      0.10175
x1026        COVAR   11758     0.012781     0.016903     0.028505      0.32695
x1027        COVAR   11758    -0.038872    -0.050187     0.039154      0.83958
x1028        COVAR   11758     0.067478     0.082802     0.041073     0.050216
x1029        COVAR   11758     0.077398       0.0973     0.035511     0.014656
x1030        COVAR   11758    -0.049136    -0.060669     0.047763      0.84819
x1031        COVAR   11758    -0.065709     -0.08173     0.046802      0.91983
x1032        COVAR   11758    0.0027447    0.0034786     0.034019      0.46785
x1033        COVAR   11758     0.038468     0.049533       0.0327      0.11973
x1034        COVAR   11758     0.026128     0.037265     0.023994      0.13811
x1035        COVAR   11758    -0.026248    -0.032932     0.039688       0.7458
x1036        COVAR   11758     0.025278     0.030802     0.042936      0.27802
x1037        COVAR   11758     0.025159     0.033723     0.026643      0.17252
x1038        COVAR   11758    -0.022179    -0.028281     0.039842      0.71112
x1039        COVAR   11758    -0.015215    -0.019482     0.040262      0.64724
x1040        COVAR   11758     0.059451     0.079821     0.028954     0.020033
x1041        COVAR   11758    -0.028142    -0.034835     0.045727      0.73086
x1042        COVAR   11758    -0.041308    -0.053071     0.038217      0.86011
x1043        COVAR   11758    4.487e-05   5.8376e-05     0.033715      0.49947
x1044        COVAR   11758     0.024784      0.03056     0.038568      0.26025
x1045        COVAR   11758      0.06234     0.079934     0.029528     0.017387
x1046        COVAR   11758     0.016217     0.021434     0.028054      0.28162
x1047        COVAR   11758    -0.040826    -0.050417     0.040305      0.84444
x1048        COVAR   11758     -0.14515     -0.18563     0.042768      0.99965
x1049        COVAR   11758     -0.13601     -0.17507     0.041505      0.99947
x1050        COVAR   11758     0.048223      0.06075     0.036506     0.093272
x1051        COVAR   11758     0.031192     0.039658     0.031386      0.16016
x1052        COVAR   11758    -0.053627    -0.066454     0.044812      0.88428
x1053        COVAR   11758      -0.1652      -0.2062     0.046603       0.9998
x1054        COVAR   11758    -0.075303    -0.094592     0.039007      0.97321
x1055        COVAR   11758     0.078378     0.097253     0.033807     0.010224
x1056        COVAR   11758      0.10493      0.12673     0.035962     0.001766
x1057        COVAR   11758     0.010943     0.013762     0.039141       0.3899
x1058        COVAR   11758   0.00048839   0.00063337     0.034319      0.49432
x1059        COVAR   11758     0.027249     0.036096     0.028622      0.17056
x1060        COVAR   11758    -0.023742    -0.029802     0.035372      0.74895
x1061        COVAR   11758   -0.0002059  -0.00026038      0.03559      0.50231
x1062        COVAR   11758      0.12251      0.15368     0.036133    0.0003502
x1063        COVAR   11758     0.055753     0.069786     0.039517     0.079159
x1064        COVAR   11758    -0.021715    -0.028297     0.033645      0.74066
x1065        COVAR   11758     0.062547     0.079634     0.030166     0.019078
x1066        COVAR   11758     0.018921     0.024627     0.032077      0.27764
x1067        COVAR   11758    -0.029976    -0.038152     0.039844      0.77407
x1068        COVAR   11758   -0.0043857   -0.0055677     0.035668      0.54893
x1069        COVAR   11758    -0.047254    -0.058857     0.037098      0.89862
x1070        COVAR   11758     0.038445     0.049909     0.028723     0.090387
x1071        COVAR   11758     0.064488     0.077426     0.047127     0.085609
x1072        COVAR   11758   0.00097421    0.0012286      0.03998      0.49028
x1073        COVAR   11758    -0.024918    -0.032351     0.032694      0.77701
x1074        COVAR   11758     -0.16701      -0.2204      0.03895      0.99999
x1075        COVAR   11758    -0.026448    -0.033264      0.03734      0.76061
x1076        COVAR   11758     0.018067     0.022679      0.03855      0.31966
x1077        COVAR   11758    -0.014767    -0.018757     0.037279      0.65399
x1078        COVAR   11758     0.036974     0.046109       0.0385      0.16845
x1079        COVAR   11758     0.019286     0.024741     0.035901      0.29557
x1080        COVAR   11758     0.062219     0.081977     0.031519     0.024203
x1081        COVAR   11758     0.027795     0.036008     0.029789       0.1754
x1082        COVAR   11758     0.010236     0.012761     0.041311      0.40216
x1083        COVAR   11758     0.040271     0.050519     0.040268      0.15865
x1084        COVAR   11758    -0.040487    -0.052799     0.035274      0.87446
x1085        COVAR   11758     0.044717     0.058077     0.032052     0.081499
x1086        COVAR   11758    -0.047774    -0.063148     0.030504      0.94133
x1087        COVAR   11758     0.036238     0.045045     0.041138      0.18919
x1088        COVAR   11758    -0.031594     -0.03973     0.042633      0.77067
x1089        COVAR   11758    -0.073763    -0.097111     0.035512      0.98109
x1090        COVAR   11758    -0.026333    -0.034006     0.036403      0.76526
x1091        COVAR   11758     0.098086      0.12609     0.031342   0.00087765
x1092        COVAR   11758    -0.098014     -0.12362     0.038596      0.99444
x1093        COVAR   11758    -0.038622    -0.051805     0.033129      0.87814
x1094        COVAR   11758     0.018122     0.022714     0.037035      0.31231
x1095        COVAR   11758    -0.023216     -0.02971     0.036896      0.73539
x1096        COVAR   11758    0.0064794    0.0083356     0.027669      0.40743
x1097        COVAR   11758      0.01764     0.022686     0.035277      0.30853
x1098        COVAR   11758     0.064371     0.082901     0.032091     0.022445
x1099        COVAR   11758    -0.035083    -0.046713     0.029114       0.8859
x1100        COVAR   11758     -0.02067    -0.025534     0.040727       0.6941
x1101        COVAR   11758    -0.016251    -0.021055     0.034738      0.68004
x1102        COVAR   11758     0.027129     0.033048     0.046429      0.27951
x1103        COVAR   11758     0.011892     0.014786     0.040208      0.38371
x1104        COVAR   11758   -0.0010482   -0.0013356       0.0296      0.51412
x1105        COVAR   11758    -0.038165    -0.049481     0.038465      0.83944
x1106        COVAR   11758    -0.051511    -0.064374     0.037595      0.91467
x1107        COVAR   11758    -0.022069     -0.02839     0.030271      0.76701
x1108        COVAR   11758    0.0095751     0.012062     0.033509      0.38754
x1109        COVAR   11758    -0.036317    -0.045964     0.039906       0.8186
x1110        COVAR   11758     0.025121     0.032619      0.02985      0.20003
x1111        COVAR   11758    -0.063353    -0.082299     0.036448      0.95889
x1112        COVAR   11758     0.028396     0.036567     0.029687      0.16942
x1113        COVAR   11758     0.031442     0.037743     0.047553      0.25425
x1114        COVAR   11758    -0.063069    -0.077893     0.037807      0.95235
x1115        COVAR   11758      0.02052     0.025312     0.043146      0.31718
x1116        COVAR   11758   0.00018749   0.00024061     0.033269      0.49775
x1117        COVAR   11758    -0.061017    -0.077364     0.036076       0.9546
x1118        COVAR   11758     0.042047     0.054183     0.032174     0.095644
x1119        COVAR   11758    -0.054975    -0.068966     0.037375      0.92933
x1120        COVAR   11758    -0.026921    -0.034336     0.036945      0.76689
x1121        COVAR   11758     0.025565       0.0312     0.040497      0.26394
x1122        COVAR   11758     0.077842     0.099485      0.03154    0.0068007
x1123        COVAR   11758    -0.015148    -0.019374     0.040843      0.64464
x1124        COVAR   11758    0.0048669    0.0068899     0.024957      0.42269
x1125        COVAR   11758     0.012522     0.016129     0.031485      0.34543
x1126        COVAR   11758    -0.028831    -0.037098      0.03898      0.77023
x1127        COVAR   11758     0.020544     0.025529     0.043512      0.31841
x1128        COVAR   11758    -0.014313    -0.017537     0.044582      0.62591
x1129        COVAR   11758      0.03941     0.047379     0.043037      0.17992
x1130        COVAR   11758     0.001502    0.0019923      0.02961      0.47977
x1131        COVAR   11758    -0.014165      -0.0177      0.04227      0.63123
x1132        COVAR   11758    -0.033498    -0.044545      0.02951      0.87183
