# TOTAL_GENES = 11174
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
x53          COVAR   11174    -0.031434    -0.037631     0.044869      0.75821
x54          COVAR   11174     0.028373     0.033957      0.03614      0.21621
x55          COVAR   11174     -0.13189     -0.16012     0.048236      0.99687
x56          COVAR   11174    -0.032606    -0.039461     0.040452      0.78988
x57          COVAR   11174    -0.031191    -0.035973     0.047713      0.74335
x58          COVAR   11174    -0.059625    -0.074886     0.040613      0.92895
x59          COVAR   11174    -0.059425    -0.070867     0.046343      0.90012
x60          COVAR   11174    -0.074818    -0.089343     0.044594      0.95329
x61          COVAR   11174    -0.047264    -0.056754      0.04361      0.86076
x62          COVAR   11174     -0.07137     -0.08643     0.042127      0.95487
x63          COVAR   11174     0.028396     0.033775     0.040689      0.24263
x64          COVAR   11174    -0.027948    -0.034012     0.044409      0.73543
x65          COVAR   11174     -0.10881     -0.13019     0.042375      0.99487
x66          COVAR   11174   -0.0028265   -0.0033736     0.041303      0.52728
x67          COVAR   11174    0.0018625    0.0021743     0.040713      0.48176
x68          COVAR   11174     0.084736      0.09823     0.051378     0.049562
x69          COVAR   11174    0.0051266    0.0062214     0.038256       0.4467
x70          COVAR   11174      0.02339     0.027738     0.037747      0.26775
x71          COVAR   11174    -0.023516    -0.027746     0.045535      0.69722
x72          COVAR   11174    -0.021847      -0.0259     0.045466      0.68457
x73          COVAR   11174     0.095774      0.11554     0.038532    0.0064746
x74          COVAR   11174    0.0080779    0.0093973     0.045677      0.42982
x75          COVAR   11174     -0.13514     -0.16024     0.044649      0.99876
x76          COVAR   11174   -0.0012992   -0.0015064     0.042011      0.51233
x77          COVAR   11174     0.015797     0.018377     0.048836      0.37318
x78          COVAR   11174     0.028804     0.033692     0.044921       0.2607
x79          COVAR   11174     0.076507     0.090745     0.040817     0.030453
x80          COVAR   11174     0.068869     0.083321     0.039398     0.040244
x81          COVAR   11174      0.19198      0.21561     0.045618   1.2965e-05
x82          COVAR   11174     0.065998     0.081097     0.036056     0.033608
x83          COVAR   11174    -0.021787    -0.025383     0.048771      0.67246
x84          COVAR   11174     0.044042     0.052551     0.033584     0.094872
x85          COVAR   11174    -0.015715    -0.018425     0.052636      0.61736
x86          COVAR   11174     0.056544     0.066753     0.034787     0.052048
x87          COVAR   11174     0.036564     0.042751     0.043602      0.20086
x88          COVAR   11174    0.0033988    0.0041039     0.043185      0.46863
x89          COVAR   11174     0.096482      0.11198     0.038411    0.0060133
x90          COVAR   11174     0.060099     0.073545     0.029286     0.020091
x91          COVAR   11174     0.053404     0.064298     0.038437     0.082369
x92          COVAR   11174     0.033884     0.040806     0.041003       0.2043
x93          COVAR   11174      0.10886      0.12801     0.033847   0.00065152
x94          COVAR   11174    0.0025612    0.0030306     0.038799      0.47369
x95          COVAR   11174     -0.13961      -0.1674     0.047199      0.99845
x96          COVAR   11174     0.035951      0.04314     0.035713      0.15706
x97          COVAR   11174     0.026477     0.034487      0.02941        0.184
x98          COVAR   11174    -0.063571    -0.076847     0.042995      0.93036
x99          COVAR   11174     -0.11895     -0.14608     0.040126      0.99848
x100         COVAR   11174    -0.075369    -0.092639     0.039257      0.97255
x101         COVAR   11174     0.078654     0.094808     0.035724     0.013853
x102         COVAR   11174     0.047624     0.057393     0.030468     0.059031
x103         COVAR   11174     0.072409     0.083646     0.043513     0.048063
x104         COVAR   11174     0.039059     0.047142     0.041614      0.17398
x105         COVAR   11174     -0.03287    -0.039253     0.038596      0.80278
x106         COVAR   11174      -0.0512    -0.061937     0.045604      0.86921
x107         COVAR   11174    -0.010804    -0.013015     0.043322      0.59847
x108         COVAR   11174    -0.013748    -0.016732     0.040797      0.63193
x109         COVAR   11174    -0.038566    -0.046382     0.044821      0.80522
x110         COVAR   11174     0.076249     0.092575      0.03913     0.025684
x111         COVAR   11174     0.013706     0.016557     0.039565      0.36452
x112         COVAR   11174     -0.11519     -0.14259     0.043724      0.99578
x113         COVAR   11174      0.03992      0.04916     0.031333      0.10134
x114         COVAR   11174   -0.0056112   -0.0067467     0.041453      0.55384
x115         COVAR   11174     0.024362     0.032073     0.028049      0.19255
x116         COVAR   11174     0.034886      0.04272     0.037246      0.17448
x117         COVAR   11174     0.038985     0.047984     0.029627     0.094126
x118         COVAR   11174     0.061357     0.073367     0.041029     0.067413
x119         COVAR   11174     0.035306     0.043838     0.035799      0.16202
x120         COVAR   11174     0.016346     0.019991     0.040744      0.34414
x121         COVAR   11174    -0.016397    -0.019397     0.040675      0.65657
x122         COVAR   11174    0.0019619    0.0025381     0.023398      0.46659
x123         COVAR   11174    -0.016628    -0.020229     0.038473       0.6672
x124         COVAR   11174     0.021708     0.026452     0.037477      0.28123
x125         COVAR   11174    -0.041406    -0.050796     0.043617      0.82875
x126         COVAR   11174    -0.049561    -0.058297     0.046947      0.85443
x127         COVAR   11174    0.0016459    0.0020092     0.037176      0.48234
x128         COVAR   11174     0.031752     0.037508     0.036662      0.19323
x129         COVAR   11174    -0.042056    -0.050718     0.040552      0.85014
x130         COVAR   11174      0.01899      0.02245     0.043089      0.32971
x131         COVAR   11174     0.012479     0.015449     0.038029      0.37141
x132         COVAR   11174   -0.0003612  -0.00042498     0.043305      0.50333
x133         COVAR   11174      0.09952      0.11682     0.038552    0.0049259
x134         COVAR   11174   -0.0093973    -0.011034     0.044353       0.5839
x135         COVAR   11174    -0.020867    -0.024461     0.048097       0.6678
x136         COVAR   11174     -0.01184    -0.014086     0.044259      0.60546
x137         COVAR   11174    0.0044676    0.0052442     0.040136      0.45569
x138         COVAR   11174    0.0010444    0.0012278     0.040898      0.48981
x139         COVAR   11174     0.005595    0.0072545     0.030845      0.42803
x140         COVAR   11174    0.0017453     0.002055      0.04747      0.48534
x141         COVAR   11174     0.040827     0.049092     0.035634      0.12597
x142         COVAR   11174    -0.010312    -0.013051     0.030292      0.63323
x143         COVAR   11174    -0.013187    -0.016146     0.039605      0.63042
x144         COVAR   11174    -0.013542    -0.016259     0.038995       0.6358
x145         COVAR   11174     0.020964     0.025805      0.03607      0.28055
x146         COVAR   11174    -0.053514    -0.063846     0.042697      0.89495
x147         COVAR   11174     -0.09621     -0.11596     0.043091      0.98721
x148         COVAR   11174     0.014569     0.019323     0.027901      0.30078
x149         COVAR   11174    -0.018032    -0.021956     0.038393       0.6807
x150         COVAR   11174     0.044906     0.057386     0.026714     0.046398
x151         COVAR   11174     -0.13584     -0.16462     0.042715      0.99926
x152         COVAR   11174    -0.011452    -0.013752     0.037249      0.62075
x153         COVAR   11174     0.032032     0.038679     0.041452      0.21985
x154         COVAR   11174     -0.00803   -0.0094311     0.039903      0.57974
x155         COVAR   11174     -0.11736     -0.13984     0.043017      0.99681
x156         COVAR   11174    -0.093595     -0.10963     0.048151      0.97403
x157         COVAR   11174     -0.10058     -0.11957     0.043383      0.98977
x158         COVAR   11174     0.014944     0.018275     0.037276      0.34426
x159         COVAR   11174    -0.022777    -0.026534     0.041602      0.70797
x160         COVAR   11174     -0.12188     -0.14469     0.049507      0.99308
x161         COVAR   11174    -0.026104    -0.031259     0.039162      0.74747
x162         COVAR   11174   -0.0046768   -0.0056364     0.040221      0.54628
x163         COVAR   11174     0.052977     0.063128     0.039024     0.087317
x164         COVAR   11174     0.025866     0.029934     0.046783      0.29017
x165         COVAR   11174    -0.028838    -0.034957     0.037483      0.77915
x166         COVAR   11174    -0.045409    -0.055064     0.043181      0.85349
x167         COVAR   11174   -0.0010626   -0.0012701     0.046225      0.50917
x168         COVAR   11174     -0.16442     -0.19405     0.054438      0.99873
x169         COVAR   11174    -0.028031    -0.034286      0.03674      0.77725
x170         COVAR   11174     -0.11775     -0.14161     0.041362      0.99779
x171         COVAR   11174    0.0015288    0.0018499     0.039649      0.48462
x172         COVAR   11174   -0.0018567   -0.0022426     0.043784      0.51691
x173         COVAR   11174     -0.03697    -0.046077     0.035726      0.84961
x174         COVAR   11174     0.034908     0.041288     0.043669      0.21204
x175         COVAR   11174     0.011607     0.013843     0.036174      0.37416
x176         COVAR   11174    -0.090522     -0.10636     0.047377      0.97196
x177         COVAR   11174     -0.01461    -0.017088     0.040701      0.64018
x178         COVAR   11174     0.024383     0.029031     0.041086      0.27644
x179         COVAR   11174    -0.092082     -0.11254     0.040157      0.98907
x180         COVAR   11174     0.034467     0.042529     0.033388      0.15097
x181         COVAR   11174     -0.01663    -0.020208     0.041313      0.65635
x182         COVAR   11174    -0.059024     -0.07243     0.039818      0.93086
x183         COVAR   11174     0.032087     0.038495     0.037403      0.19549
x184         COVAR   11174     0.024502      0.02912     0.036305      0.24988
x185         COVAR   11174   -0.0081557   -0.0095918     0.046103      0.57021
x186         COVAR   11174    -0.019959    -0.024889     0.034348       0.7194
x187         COVAR   11174     0.074568     0.089517     0.037506      0.02341
x188         COVAR   11174     0.062673     0.074074     0.041541     0.065703
x189         COVAR   11174     0.052006     0.063821     0.036127     0.075017
x190         COVAR   11174     0.077123     0.093737     0.039526      0.02553
x191         COVAR   11174     0.074382     0.090209     0.037674     0.024184
x192         COVAR   11174      0.06776     0.079115     0.049461     0.085365
x193         COVAR   11174     0.029939     0.036175     0.040439      0.22955
x194         COVAR   11174    0.0080318    0.0094321     0.040426      0.42126
x195         COVAR   11174    -0.020261    -0.025314     0.033784      0.72565
x196         COVAR   11174    -0.061426    -0.074498      0.03826      0.94579
x197         COVAR   11174     0.041041     0.047899     0.048883      0.20059
x198         COVAR   11174   -0.0046901   -0.0055261     0.044235      0.54222
x199         COVAR   11174     -0.11955      -0.1435     0.041864      0.99785
x200         COVAR   11174    -0.049034    -0.058284     0.038451      0.89887
x201         COVAR   11174    -0.027995    -0.033524     0.038856      0.76438
x202         COVAR   11174     0.030666     0.036619     0.041467       0.2298
x203         COVAR   11174    -0.016005    -0.018676     0.040976      0.65195
x204         COVAR   11174    -0.044076    -0.052272     0.048957      0.81601
x205         COVAR   11174    0.0081032    0.0097695     0.034125      0.40615
x206         COVAR   11174     0.048176     0.057017     0.038657      0.10635
x207         COVAR   11174     0.016574     0.019935     0.033903      0.31247
x208         COVAR   11174    -0.011258    -0.013418     0.043605      0.60187
x209         COVAR   11174     0.024293     0.029839      0.02994      0.20858
x210         COVAR   11174     -0.15429      -0.1822      0.05236      0.99839
x211         COVAR   11174     0.036727     0.043781     0.039524       0.1764
x212         COVAR   11174     0.055219     0.063477     0.043301      0.10112
x213         COVAR   11174   -0.0033017   -0.0039024     0.038391      0.53427
x214         COVAR   11174     0.017267     0.020711     0.040156       0.3336
x215         COVAR   11174    -0.018759    -0.022523     0.036788      0.69494
x216         COVAR   11174      0.09183      0.11029     0.041579     0.013614
x217         COVAR   11174       -0.153      -0.1856     0.043006      0.99981
x218         COVAR   11174     0.020643     0.024175     0.047073       0.3305
x219         COVAR   11174    -0.082324    -0.098704     0.041845      0.97541
x220         COVAR   11174     0.063763     0.078383     0.033874     0.029906
x221         COVAR   11174     0.095673      0.11287     0.036202    0.0041182
x222         COVAR   11174    -0.041966    -0.050114     0.043549      0.83237
x223         COVAR   11174    -0.034339    -0.042054     0.031644      0.86106
x224         COVAR   11174       0.0331     0.039641     0.039534      0.20124
x225         COVAR   11174   -0.0016908   -0.0020353     0.037646      0.51791
x226         COVAR   11174     0.023631     0.029623     0.035604      0.25344
x227         COVAR   11174     0.043006      0.04998     0.051552      0.20208
x228         COVAR   11174     0.013094     0.014986     0.042844      0.37995
x229         COVAR   11174    -0.021709    -0.026308     0.042757      0.69417
x230         COVAR   11174     -0.06575    -0.079579     0.040982      0.94567
x231         COVAR   11174      0.09849      0.11432     0.047915     0.019926
x232         COVAR   11174      -0.1597     -0.19222     0.044709      0.99982
x233         COVAR   11174     0.013154     0.016773     0.033603      0.34773
x234         COVAR   11174    -0.019266    -0.024015     0.037974      0.69404
x235         COVAR   11174     0.039926     0.048298     0.033134      0.11412
x236         COVAR   11174     0.062253     0.076595     0.031329     0.023468
x237         COVAR   11174     0.016918     0.020314     0.032302      0.30023
x238         COVAR   11174     0.008717     0.010725     0.036332       0.4052
x239         COVAR   11174     -0.11864     -0.14436     0.045964      0.99507
x240         COVAR   11174     0.073938     0.088943     0.038984     0.028954
x241         COVAR   11174     0.014532     0.017061      0.04632      0.37686
x242         COVAR   11174     0.066628      0.07837     0.052038      0.10022
x243         COVAR   11174    -0.020964    -0.025123     0.041959      0.69133
x244         COVAR   11174    -0.034591    -0.041561     0.042944      0.78972
x245         COVAR   11174    0.0049933    0.0061046     0.032635       0.4392
x246         COVAR   11174    0.0017246    0.0020297     0.046704      0.48527
x247         COVAR   11174     0.055311     0.064233     0.051569      0.14174
x248         COVAR   11174    -0.028764    -0.033315     0.046496      0.73191
x249         COVAR   11174    -0.011823    -0.014018     0.042373      0.60988
x250         COVAR   11174   -0.0030501   -0.0037043     0.042046      0.52891
x251         COVAR   11174    -0.058948    -0.070172     0.040004      0.92969
x252         COVAR   11174    -0.042327    -0.052978     0.039135      0.86026
x253         COVAR   11174    0.0040668     0.005004     0.036314      0.45542
x254         COVAR   11174    0.0080394     0.009857     0.037225      0.41451
x255         COVAR   11174     0.053902     0.063353     0.050171      0.14134
x256         COVAR   11174      0.13519      0.15596     0.037953   0.00018469
x257         COVAR   11174    -0.039422    -0.048028     0.037571      0.85296
x258         COVAR   11174    -0.014438    -0.017139     0.040069       0.6407
x259         COVAR   11174    0.0025834    0.0031217     0.042815      0.47594
x260         COVAR   11174    -0.082144    -0.097061      0.04685      0.96021
x261         COVAR   11174    -0.016342    -0.019671     0.038136      0.66586
x262         COVAR   11174    -0.095707     -0.11504     0.048952       0.9747
x263         COVAR   11174     0.046429     0.056053     0.030018     0.060983
x264         COVAR   11174      0.12831      0.14872      0.04479    0.0020918
x265         COVAR   11174    -0.052013    -0.062531     0.041496      0.89497
x266         COVAR   11174     -0.01785    -0.020967     0.050363      0.63849
x267         COVAR   11174     0.031133     0.037433     0.034117      0.18075
x268         COVAR   11174     0.037972     0.046702     0.035969      0.14557
x269         COVAR   11174     0.013914     0.016847     0.042691      0.37224
x270         COVAR   11174     0.016832     0.020398     0.032893      0.30443
x271         COVAR   11174     0.024117     0.028833     0.033273      0.23429
x272         COVAR   11174    -0.070968    -0.088217     0.035206      0.97808
x273         COVAR   11174     0.046129      0.05505     0.039352      0.12057
x274         COVAR   11174     0.041298     0.049016     0.039449      0.14759
x275         COVAR   11174     0.055016     0.066106     0.036734      0.06712
x276         COVAR   11174    -0.032479    -0.039793     0.034677      0.82552
x277         COVAR   11174    -0.091822     -0.11094     0.042139      0.98532
x278         COVAR   11174     0.050071     0.059728      0.03643     0.084669
x279         COVAR   11174    -0.011037    -0.012883     0.045516      0.59579
x280         COVAR   11174     0.022105      0.02587     0.045612      0.31398
x281         COVAR   11174      0.12451      0.14542     0.038494   0.00061087
x282         COVAR   11174    -0.012378    -0.014976     0.040083      0.62127
x283         COVAR   11174     0.027149     0.033168     0.036856      0.23068
x284         COVAR   11174    -0.084318       -0.101     0.046173      0.96607
x285         COVAR   11174     0.013605     0.016244      0.04431      0.37941
x286         COVAR   11174    0.0042615    0.0051745     0.041978      0.45957
x287         COVAR   11174    0.0038948    0.0045183     0.044158      0.46486
x288         COVAR   11174     -0.11444     -0.13728     0.044354      0.99506
x289         COVAR   11174     0.050772     0.059893     0.050518      0.15746
x290         COVAR   11174    -0.081626    -0.099977     0.040802      0.97727
x291         COVAR   11174     0.070957     0.086446      0.03842     0.032395
x292         COVAR   11174    -0.011158    -0.013523     0.041318      0.60644
x293         COVAR   11174    0.0054191    0.0062362     0.044475      0.45151
x294         COVAR   11174     -0.11114     -0.13447     0.044572      0.99367
x295         COVAR   11174     0.022214      0.02642     0.040844      0.29327
x296         COVAR   11174      0.02984     0.035463     0.039185      0.22318
x297         COVAR   11174    -0.010407    -0.012772     0.033388      0.62237
x298         COVAR   11174    0.0044948    0.0059391     0.024448      0.42707
x299         COVAR   11174     -0.10631     -0.13206     0.043923      0.99224
x300         COVAR   11174    -0.055092    -0.066952     0.037955      0.92667
x301         COVAR   11174  -0.00087851   -0.0010351     0.043212      0.50811
x302         COVAR   11174   -0.0031013   -0.0038418     0.035687      0.53462
x303         COVAR   11174    -0.084465     -0.10468      0.03893      0.98497
x304         COVAR   11174    -0.081174     -0.10174     0.040388      0.97777
x305         COVAR   11174    -0.008843    -0.010735     0.032116      0.60847
x306         COVAR   11174     0.017311     0.020505     0.034339      0.30709
x307         COVAR   11174     0.020911      0.02559     0.029745      0.24103
x308         COVAR   11174    -0.017314    -0.020099     0.051575      0.63145
x309         COVAR   11174     -0.09659      -0.1196     0.038885       0.9935
x310         COVAR   11174     -0.01467    -0.016982     0.049651      0.61617
x311         COVAR   11174    -0.019805    -0.023163     0.049495      0.65547
x312         COVAR   11174    -0.044698     -0.05558     0.033131      0.91134
x313         COVAR   11174     -0.10199     -0.12295     0.041299      0.99323
x314         COVAR   11174    -0.082382    -0.098243     0.046473      0.96184
x315         COVAR   11174     0.038716     0.045619     0.038858      0.15955
x316         COVAR   11174    -0.016677    -0.020277     0.037675      0.67098
x317         COVAR   11174     -0.00421   -0.0051011     0.036021      0.54652
x318         COVAR   11174     0.051463     0.061958     0.033085     0.059933
x319         COVAR   11174      0.11244      0.13009     0.052328     0.015841
x320         COVAR   11174    0.0010623    0.0012556     0.038217      0.48891
x321         COVAR   11174   -0.0031853   -0.0038121     0.043488      0.52919
x322         COVAR   11174      -0.1109     -0.13304     0.042371      0.99556
x323         COVAR   11174    -0.073228    -0.087995     0.044097      0.95159
x324         COVAR   11174    -0.052381    -0.062831     0.045536      0.87498
x325         COVAR   11174    -0.028774    -0.034187     0.040649      0.76048
x326         COVAR   11174     -0.12938     -0.15666     0.044744      0.99808
x327         COVAR   11174   -0.0057421   -0.0065646     0.048682      0.54695
x328         COVAR   11174     0.019183     0.023233     0.036097      0.29757
x329         COVAR   11174     0.058136     0.070675     0.038935     0.067712
x330         COVAR   11174     -0.13597     -0.16183     0.044033      0.99899
x331         COVAR   11174     0.019375     0.023666     0.030165      0.26034
x332         COVAR   11174     0.049768     0.061957     0.029505     0.045838
x333         COVAR   11174     0.084159     0.099559     0.045827     0.033158
x334         COVAR   11174   -0.0084305    -0.010125     0.043929      0.57609
x335         COVAR   11174     0.062259     0.074402      0.03828     0.051946
x336         COVAR   11174     0.020708     0.024641     0.035302      0.27874
x337         COVAR   11174    -0.073497    -0.091191     0.038519      0.97179
x338         COVAR   11174    -0.048538    -0.058485     0.041775      0.87735
x339         COVAR   11174    -0.034944    -0.043413         0.04      0.80882
x340         COVAR   11174   -0.0035109    -0.004566     0.026689      0.55233
x341         COVAR   11174    -0.057382     -0.07087     0.042767      0.91014
x342         COVAR   11174     -0.14043     -0.16417     0.056239      0.99373
x343         COVAR   11174     0.058991     0.070122     0.043905     0.089552
x344         COVAR   11174     0.047224     0.055618     0.047758      0.16139
x345         COVAR   11174   -0.0032904   -0.0037914     0.050091      0.52619
x346         COVAR   11174     0.018651     0.022506     0.039819      0.31975
x347         COVAR   11174     -0.12074     -0.14539      0.05211      0.98974
x348         COVAR   11174     0.043498     0.053116     0.038145      0.12709
x349         COVAR   11174   -0.0031382   -0.0036077     0.051052      0.52451
x350         COVAR   11174     0.020646      0.02467     0.043924      0.31917
x351         COVAR   11174    0.0058175    0.0071473     0.028278      0.41851
x352         COVAR   11174     0.022917     0.027373     0.040713      0.28676
x353         COVAR   11174    -0.054704    -0.069468     0.035627      0.93765
x354         COVAR   11174      0.12797      0.14733     0.046439    0.0029336
x355         COVAR   11174     0.033279     0.041217     0.030176      0.13506
x356         COVAR   11174    -0.020162    -0.025133     0.033517      0.72625
x357         COVAR   11174     0.049415     0.059376     0.031894     0.060666
x358         COVAR   11174     0.030612     0.036276     0.049132      0.26663
x359         COVAR   11174     0.014638     0.017654     0.039965      0.35709
x360         COVAR   11174    -0.070262    -0.089073     0.034178      0.98008
x361         COVAR   11174     0.040701     0.047826     0.038635      0.14607
x362         COVAR   11174      -0.0964     -0.11705     0.046377      0.98116
x363         COVAR   11174     0.028276     0.034229     0.038224      0.22974
x364         COVAR   11174    0.0050688    0.0063069     0.035283      0.44289
x365         COVAR   11174     -0.02293     -0.02887      0.03526      0.74225
x366         COVAR   11174    0.0088965     0.010471     0.043052      0.41815
x367         COVAR   11174     -0.02547    -0.030169      0.04823      0.70128
x368         COVAR   11174     0.012183     0.014329      0.03806      0.37445
x369         COVAR   11174     0.022322      0.02733     0.032729      0.24762
x370         COVAR   11174     0.027967     0.033242     0.045402      0.26896
x371         COVAR   11174    -0.092831     -0.11057     0.042191       0.9861
x372         COVAR   11174     0.017108     0.020107     0.037714      0.32506
x373         COVAR   11174    0.0010822    0.0013435     0.036173      0.48807
x374         COVAR   11174     0.080177     0.095211     0.044503     0.035818
x375         COVAR   11174    -0.098855     -0.12067     0.040163      0.99307
x376         COVAR   11174     0.019876     0.023232     0.042266      0.31908
x377         COVAR   11174     0.029765     0.035983     0.035615      0.20166
x378         COVAR   11174    -0.028919    -0.033898     0.042367      0.75256
x379         COVAR   11174     0.023136     0.027021     0.045683      0.30628
x380         COVAR   11174     0.043552     0.052183      0.03625      0.11481
x381         COVAR   11174     0.028055     0.033212     0.034945      0.21104
x382         COVAR   11174     -0.14597     -0.17506      0.04971      0.99834
x383         COVAR   11174     0.016034     0.019218     0.034232      0.31976
x384         COVAR   11174    -0.037386     -0.04525     0.043106       0.8071
x385         COVAR   11174    -0.049933    -0.061213     0.036564      0.91396
x386         COVAR   11174     0.016946     0.019658     0.048094      0.36229
x387         COVAR   11174     0.019053     0.022678     0.045649       0.3382
x388         COVAR   11174     0.077174     0.089904     0.049126     0.058113
x389         COVAR   11174     -0.15987       -0.193     0.043046       0.9999
x390         COVAR   11174   -0.0093092    -0.011203     0.038606      0.59527
x391         COVAR   11174    -0.017283    -0.020244      0.04811      0.64029
x392         COVAR   11174    -0.013067      -0.0152     0.053175      0.59705
x393         COVAR   11174     0.019608     0.022697     0.042676      0.32295
x394         COVAR   11174    -0.028017    -0.033676     0.044445      0.73577
x395         COVAR   11174    -0.036718    -0.044369     0.043528      0.80053
x396         COVAR   11174    0.0019538    0.0023265     0.044018       0.4823
x397         COVAR   11174     0.018828     0.023523     0.029157      0.25923
x398         COVAR   11174    0.0092176     0.010913     0.047806      0.42355
x399         COVAR   11174     0.057482     0.067536     0.037076     0.060539
x400         COVAR   11174     0.099229      0.11568     0.035969     0.002906
x401         COVAR   11174     -0.11791     -0.14029     0.044379      0.99605
x402         COVAR   11174    -0.034454     -0.04023     0.046215      0.77201
x403         COVAR   11174       0.0257     0.030559     0.039728      0.25885
x404         COVAR   11174     0.027777     0.032603      0.04642       0.2748
x405         COVAR   11174     0.013313     0.015284     0.049521      0.39403
x406         COVAR   11174    -0.032698    -0.038291     0.048989      0.74776
x407         COVAR   11174    -0.025278    -0.029507     0.050894      0.69029
x408         COVAR   11174      0.01657     0.020231     0.040325      0.34058
x409         COVAR   11174    -0.047405    -0.056168     0.047434      0.84118
x410         COVAR   11174    -0.015559    -0.019089     0.034151      0.67565
x411         COVAR   11174     -0.11298     -0.13556     0.043402      0.99538
x412         COVAR   11174    -0.074846    -0.094398     0.040058      0.96914
x413         COVAR   11174   -0.0017599   -0.0020857     0.044317      0.51584
x414         COVAR   11174     0.046658     0.055853     0.038119      0.11049
x415         COVAR   11174     0.006897    0.0082044     0.036155      0.42436
x416         COVAR   11174     0.014777     0.017377      0.04006      0.35612
x417         COVAR   11174    -0.028849    -0.035023     0.042567      0.75102
x418         COVAR   11174    -0.055707    -0.070717     0.037725       0.9301
x419         COVAR   11174    -0.090214     -0.10821     0.045095      0.97727
x420         COVAR   11174     0.053858     0.064285     0.037462     0.075279
x421         COVAR   11174    -0.036257    -0.043079     0.047769      0.77607
x422         COVAR   11174     0.053513     0.065734     0.029996     0.037226
x423         COVAR   11174      -0.0289    -0.035212     0.032791      0.81092
