# TOTAL_GENES = 11174
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
x424         COVAR   11174     0.091913      0.11095     0.037771    0.0074863
x425         COVAR   11174     0.017882     0.021461     0.046773      0.35112
x426         COVAR   11174    -0.029232    -0.034693     0.042004      0.75676
x427         COVAR   11174    -0.006802    -0.008473     0.033243      0.58106
x428         COVAR   11174    0.0067335     0.007865      0.04882      0.44515
x429         COVAR   11174     0.035886      0.04179     0.052575      0.24745
x430         COVAR   11174    -0.041856    -0.049838     0.041367      0.84418
x431         COVAR   11174    -0.027351    -0.034521     0.036156      0.77531
x432         COVAR   11174     0.013397     0.015979     0.043997      0.38037
x433         COVAR   11174    0.0087566      0.01045      0.04233      0.41806
x434         COVAR   11174     0.033932     0.041497     0.036138      0.17388
x435         COVAR   11174     0.038267     0.044487     0.052777      0.23421
x436         COVAR   11174    -0.047787     -0.05965     0.039857      0.88472
x437         COVAR   11174     -0.14312     -0.17102     0.044022      0.99942
x438         COVAR   11174     0.044524     0.054292     0.039319      0.12875
x439         COVAR   11174     0.043529     0.053031     0.031441     0.083123
x440         COVAR   11174      0.00532    0.0063865     0.038068      0.44443
x441         COVAR   11174    -0.021344    -0.025285     0.043408      0.68853
x442         COVAR   11174    -0.012103    -0.014549     0.038976      0.62191
x443         COVAR   11174    -0.033875    -0.039763     0.042791      0.78571
x444         COVAR   11174     0.019569     0.023688     0.035811      0.29239
x445         COVAR   11174     0.027619     0.034603     0.032332      0.19649
x446         COVAR   11174    -0.038968    -0.047304     0.041996      0.82326
x447         COVAR   11174    -0.026935    -0.031772     0.045194       0.7244
x448         COVAR   11174     0.045841      0.05556      0.03755      0.11109
x449         COVAR   11174     0.012834     0.015572     0.039063      0.37125
x450         COVAR   11174    -0.048361     -0.05737     0.047025      0.84811
x451         COVAR   11174     0.047562     0.058124     0.035901     0.092631
x452         COVAR   11174     -0.10074     -0.11799      0.04709      0.98379
x453         COVAR   11174     0.023466     0.028328     0.040401      0.28068
x454         COVAR   11174      0.06381     0.074182     0.049854       0.1003
x455         COVAR   11174    -0.052405    -0.061948      0.04434      0.88136
x456         COVAR   11174      0.18816      0.21324     0.045238   1.6083e-05
x457         COVAR   11174    -0.010488    -0.012658     0.043104      0.59612
x458         COVAR   11174    0.0062008    0.0072599     0.046054      0.44645
x459         COVAR   11174     0.026513     0.031522     0.044669      0.27641
x460         COVAR   11174     -0.11536     -0.13824     0.040923      0.99759
x461         COVAR   11174    -0.058387    -0.074097     0.035274      0.95105
x462         COVAR   11174     -0.10346     -0.12444     0.042257      0.99282
x463         COVAR   11174     0.060589     0.076333     0.030272     0.022684
x464         COVAR   11174    -0.028245    -0.033831      0.03642      0.78098
x465         COVAR   11174   0.00087099    0.0010366      0.04503      0.49228
x466         COVAR   11174    -0.046994    -0.056457     0.038535      0.88866
x467         COVAR   11174     0.029386     0.035188     0.040862      0.23604
x468         COVAR   11174   -0.0011597   -0.0013766     0.040003      0.51156
x469         COVAR   11174    -0.054336    -0.065477     0.037045      0.92876
x470         COVAR   11174     0.095266       0.1112     0.044079     0.015349
x471         COVAR   11174     0.033491     0.040359     0.036416      0.17888
x472         COVAR   11174     -0.15168     -0.18388     0.042122      0.99984
x473         COVAR   11174    -0.088001     -0.10781     0.045388      0.97373
x474         COVAR   11174    -0.032555    -0.041102     0.033733      0.83274
x475         COVAR   11174    -0.069836    -0.085706     0.039013      0.96326
x476         COVAR   11174    0.0077114    0.0090986     0.041387       0.4261
x477         COVAR   11174    -0.025577     -0.03059     0.044508      0.71723
x478         COVAR   11174    0.0064433    0.0078618     0.039266      0.43483
x479         COVAR   11174     -0.10723     -0.12889     0.041797      0.99484
x480         COVAR   11174    -0.086863     -0.10818     0.042597      0.97927
x481         COVAR   11174     -0.01045    -0.012693     0.038279      0.60757
x482         COVAR   11174    0.0094494     0.011424     0.037624      0.40085
x483         COVAR   11174    -0.015254    -0.018192     0.043418      0.63733
x484         COVAR   11174      0.01514     0.017605     0.045681      0.37017
x485         COVAR   11174    -0.015951     -0.01968     0.036403      0.66937
x486         COVAR   11174    -0.016006    -0.018611     0.044667      0.63995
x487         COVAR   11174  -1.8853e-06  -2.2904e-06     0.038947      0.50002
x488         COVAR   11174       0.1028      0.12104     0.036802    0.0026128
x489         COVAR   11174    -0.035488    -0.042725     0.037022       0.8311
x490         COVAR   11174     0.065612     0.079391     0.031202     0.017751
x491         COVAR   11174      0.05096     0.064241     0.029767     0.043469
x492         COVAR   11174    0.0016044    0.0019336     0.034808      0.48162
x493         COVAR   11174     0.013647     0.016764     0.036026      0.35241
x494         COVAR   11174     -0.09166     -0.11538     0.039512      0.98981
x495         COVAR   11174    -0.061611    -0.076018     0.041802      0.92973
x496         COVAR   11174     0.017266     0.020023     0.043762      0.34659
x497         COVAR   11174     0.034552      0.04132     0.043518      0.21362
x498         COVAR   11174     0.048821     0.058211     0.037171      0.09454
x499         COVAR   11174     0.049827     0.060199     0.030081      0.04883
x500         COVAR   11174     0.047711     0.057784     0.034939     0.086056
x501         COVAR   11174     -0.07457    -0.093447     0.040491      0.96722
x502         COVAR   11174    -0.020462    -0.025918     0.034309      0.72454
x503         COVAR   11174     0.044166     0.053437     0.035926      0.10948
x504         COVAR   11174     0.061085     0.072978     0.033383     0.033653
x505         COVAR   11174    -0.095057     -0.11837     0.041418      0.98913
x506         COVAR   11174    -0.054705    -0.067989     0.039602       0.9164
x507         COVAR   11174     0.087399      0.10417      0.03604    0.0076619
x508         COVAR   11174    -0.053064    -0.064607     0.041583      0.89903
x509         COVAR   11174    -0.087588     -0.10463     0.045431      0.97305
x510         COVAR   11174    0.0018352    0.0023986     0.023076      0.46831
x511         COVAR   11174    -0.024953    -0.028795     0.046942      0.70248
x512         COVAR   11174     0.014515     0.017542     0.039393      0.35627
x513         COVAR   11174    -0.012861      -0.0156      0.03795      0.63265
x514         COVAR   11174     0.041042     0.051163     0.033354      0.10927
x515         COVAR   11174    0.0082819    0.0097874     0.041487      0.42089
x516         COVAR   11174      0.01404     0.018342     0.023007      0.27085
x517         COVAR   11174   -0.0052364   -0.0062438     0.042747      0.54875
x518         COVAR   11174     0.022208     0.027005     0.040604      0.29221
x519         COVAR   11174    -0.049334    -0.057914     0.044266      0.86745
x520         COVAR   11174    -0.040472    -0.049015     0.043159       0.8258
x521         COVAR   11174    -0.060871    -0.076058      0.03967      0.93752
x522         COVAR   11174     0.026325     0.030818      0.04182      0.26452
x523         COVAR   11174     0.030903     0.036412     0.039236      0.21547
x524         COVAR   11174   -0.0028719   -0.0034686     0.042995      0.52663
x525         COVAR   11174     0.028006     0.032975     0.038592      0.23402
x526         COVAR   11174     0.031503     0.038108     0.037801      0.20232
x527         COVAR   11174   -0.0037258   -0.0045904     0.033803      0.54388
x528         COVAR   11174     0.023386     0.029303     0.027168      0.19469
x529         COVAR   11174    -0.075131    -0.091785      0.03733      0.97791
x530         COVAR   11174     0.049192      0.05739     0.040224      0.11069
x531         COVAR   11174    -0.039172    -0.048747     0.037446      0.85223
x532         COVAR   11174    0.0088352     0.010651     0.039558      0.41164
x533         COVAR   11174   -0.0015254   -0.0017669     0.043765       0.5139
x534         COVAR   11174     0.012216      0.01492     0.037514      0.37235
x535         COVAR   11174     0.039369     0.048205     0.038308      0.15206
x536         COVAR   11174    0.0075081    0.0088546     0.049375      0.43957
x537         COVAR   11174     0.018884     0.023024     0.037636      0.30793
x538         COVAR   11174     -0.11635     -0.14491     0.043325      0.99637
x539         COVAR   11174   -0.0047704     -0.00586     0.037161      0.55107
x540         COVAR   11174     0.029957      0.03518     0.039505      0.22414
x541         COVAR   11174    -0.027908    -0.032708     0.046367      0.72637
x542         COVAR   11174     0.028211     0.033348     0.035528      0.21359
x543         COVAR   11174     0.018983     0.022617     0.038401      0.31054
x544         COVAR   11174     0.092939      0.11242     0.034572    0.0035969
x545         COVAR   11174     0.058891     0.070214     0.037408     0.057725
x546         COVAR   11174     -0.10135     -0.12313     0.046034      0.98614
x547         COVAR   11174      0.05092     0.061223     0.040834      0.10621
x548         COVAR   11174    -0.030314    -0.037589     0.036533      0.79666
x549         COVAR   11174     0.051807     0.062097     0.035485     0.072163
x550         COVAR   11174     0.011051     0.013488     0.036892      0.38226
x551         COVAR   11174    -0.044746    -0.052808     0.048563      0.82157
x552         COVAR   11174     0.041684      0.05362     0.026342     0.056791
