# TOTAL_GENES = 11133
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
x80          COVAR   11133    -0.076541    -0.097706     0.045162      0.95493
x81          COVAR   11133    -0.036626    -0.048484     0.033933      0.85977
x82          COVAR   11133    -0.035899    -0.044601     0.041457      0.80673
x83          COVAR   11133    -0.080845     -0.10247     0.041092      0.97542
x84          COVAR   11133    -0.034106    -0.043559     0.043627      0.78282
x85          COVAR   11133    0.0058463    0.0073285     0.032163      0.42788
x86          COVAR   11133      0.03659     0.045515     0.046002       0.2132
x87          COVAR   11133     0.086268      0.11323     0.035272    0.0072349
x88          COVAR   11133     0.017522     0.022275       0.0347       0.3068
x89          COVAR   11133     0.077066      0.10027     0.037763     0.020648
x90          COVAR   11133     -0.12143     -0.15844     0.040637      0.99859
x91          COVAR   11133    -0.024628    -0.031221     0.040442      0.72873
x92          COVAR   11133      0.06276     0.079473     0.042459     0.069704
x93          COVAR   11133    -0.021588    -0.027879     0.038912      0.71048
x94          COVAR   11133   -0.0024664   -0.0031896     0.033093       0.5297
x95          COVAR   11133     0.028293     0.034979     0.043893       0.2596
x96          COVAR   11133    0.0054371    0.0071878     0.034049      0.43657
x97          COVAR   11133    -0.011348    -0.015778     0.028172      0.65645
x98          COVAR   11133     0.015537     0.019964     0.035764      0.33199
x99          COVAR   11133     0.014571     0.018616     0.039081      0.35464
x100         COVAR   11133    -0.075102    -0.096126      0.04059      0.96785
x101         COVAR   11133      0.12766      0.15438     0.040729   0.00086332
x102         COVAR   11133    -0.057102    -0.075745     0.036919      0.93902
x103         COVAR   11133     0.022596     0.028439     0.044869      0.30727
x104         COVAR   11133     0.019627     0.024962     0.034176      0.28289
x105         COVAR   11133    -0.010375    -0.013424     0.036178      0.61286
x106         COVAR   11133    -0.021404    -0.028269     0.037652      0.71513
x107         COVAR   11133    -0.079202    -0.099753     0.049777       0.9442
x108         COVAR   11133    -0.029386    -0.036942     0.037108      0.78578
x109         COVAR   11133   -0.0061133   -0.0080845     0.029794      0.58128
x110         COVAR   11133    -0.053799    -0.066476     0.040264      0.90923
x111         COVAR   11133     0.073622     0.093052     0.042298     0.040895
x112         COVAR   11133     0.053391     0.069938     0.028525     0.030635
x113         COVAR   11133      0.00365    0.0044962     0.049858      0.47082
x114         COVAR   11133     0.024194      0.02972     0.047297      0.30449
x115         COVAR   11133   -0.0025399   -0.0032219      0.03994      0.52535
x116         COVAR   11133      -0.0213    -0.027272     0.040783      0.69926
x117         COVAR   11133     0.022235     0.030293     0.024693      0.18394
x118         COVAR   11133   -0.0067997   -0.0084134     0.047812      0.55654
x119         COVAR   11133   -0.0092317    -0.011589     0.038754      0.59414
x120         COVAR   11133   -0.0055489   -0.0071561     0.035441      0.56221
x121         COVAR   11133     0.018896      0.02424     0.037277      0.30611
x122         COVAR   11133     0.044423     0.057012     0.034225     0.097163
x123         COVAR   11133    -0.029915    -0.037617     0.040888      0.76779
x124         COVAR   11133      0.03834     0.049182     0.032191      0.11684
x125         COVAR   11133     0.040879     0.049964     0.052175      0.21667
x126         COVAR   11133     0.014722     0.019429     0.034324        0.334
x127         COVAR   11133   -0.0064565   -0.0094015     0.021478      0.61814
x128         COVAR   11133     0.013881      0.01697     0.053978      0.39853
x129         COVAR   11133     -0.01067     -0.01394     0.037109      0.61315
x130         COVAR   11133     0.038531     0.049228      0.03813      0.15614
x131         COVAR   11133    -0.046769    -0.060028     0.041404      0.87066
x132         COVAR   11133     0.016128     0.020725     0.035921      0.32673
x133         COVAR   11133     0.013206     0.016417     0.045403      0.38559
x134         COVAR   11133    -0.053152    -0.066307      0.04364      0.88836
x135         COVAR   11133      0.10349      0.13364     0.033909    0.0011393
x136         COVAR   11133     0.038583     0.050505     0.030577      0.10352
x137         COVAR   11133     0.030592     0.040414     0.029447      0.14944
x138         COVAR   11133    0.0079307     0.009826     0.046038      0.43162
x139         COVAR   11133      0.04554      0.05861     0.033543       0.0873
x140         COVAR   11133    -0.042437    -0.055781     0.040629      0.85186
x141         COVAR   11133     0.048848     0.064584     0.029947     0.051443
x142         COVAR   11133    -0.007801     -0.01008     0.037997      0.58133
x143         COVAR   11133    -0.059073    -0.078428     0.037694      0.94145
x144         COVAR   11133    -0.012293    -0.015062     0.043061      0.61236
x145         COVAR   11133    -0.069028    -0.088848     0.042663      0.94715
x146         COVAR   11133     -0.04937    -0.063625     0.038275      0.90144
x147         COVAR   11133     -0.10953     -0.14365     0.040861      0.99632
x148         COVAR   11133     0.082846       0.1035     0.043588     0.028687
x149         COVAR   11133     0.042323     0.054078     0.040634      0.14882
x150         COVAR   11133     -0.11627     -0.15204     0.040626      0.99789
x151         COVAR   11133    -0.076619    -0.095681     0.050365      0.93589
x152         COVAR   11133   0.00013402   0.00016579     0.043312      0.49877
x153         COVAR   11133     0.012623     0.017318     0.025741      0.31194
x154         COVAR   11133     0.034132     0.045976     0.028409       0.1148
x155         COVAR   11133    -0.022205    -0.027625     0.042092      0.70108
x156         COVAR   11133    -0.025583    -0.032587     0.039254       0.7427
x157         COVAR   11133    -0.013491       -0.017     0.048321      0.60995
x158         COVAR   11133     0.047821     0.060676     0.035372     0.088215
x159         COVAR   11133    0.0041053     0.005388     0.027521      0.44071
x160         COVAR   11133     -0.03642    -0.047924     0.038139      0.83018
x161         COVAR   11133     0.004563    0.0057474     0.043111      0.45785
x162         COVAR   11133     0.016577     0.021179     0.035494      0.32024
x163         COVAR   11133     0.048313     0.063689     0.028336      0.04411
x164         COVAR   11133    -0.023702    -0.030411      0.04116      0.71763
x165         COVAR   11133     0.042878     0.054905     0.040114      0.14257
x166         COVAR   11133     0.021204     0.026715     0.030778      0.24544
x167         COVAR   11133      0.03118     0.039566     0.038316      0.20791
x168         COVAR   11133     0.082551      0.10481     0.038851     0.016812
x169         COVAR   11133   -0.0018878   -0.0024169     0.031684      0.52376
x170         COVAR   11133    -0.033843    -0.043194     0.040824      0.79644
x171         COVAR   11133     0.052954     0.068333     0.037057     0.076515
x172         COVAR   11133    -0.016968    -0.021728     0.042966      0.65355
x173         COVAR   11133    -0.042125    -0.054423     0.041445      0.84527
x174         COVAR   11133    -0.051329    -0.066577      0.03617      0.92205
x175         COVAR   11133    -0.071173    -0.090307     0.039211      0.96523
x176         COVAR   11133     0.083176      0.10719     0.035184    0.0090484
x177         COVAR   11133     0.045275     0.058963     0.033648      0.08924
x178         COVAR   11133     0.086294      0.10989      0.03823     0.012008
x179         COVAR   11133     0.039887     0.050837     0.039086      0.15376
x180         COVAR   11133   -0.0074153   -0.0093947     0.044664      0.56593
x181         COVAR   11133      0.03641       0.0493     0.022867     0.055676
x182         COVAR   11133    -0.062965    -0.079755     0.046296      0.91308
x183         COVAR   11133    0.0070591    0.0092303     0.036088      0.42246
x184         COVAR   11133      0.03994     0.051026     0.037771      0.14517
x185         COVAR   11133     -0.10343     -0.13789     0.037544      0.99706
x186         COVAR   11133     0.083247      0.10943     0.035012    0.0087206
x187         COVAR   11133     0.037254     0.047071     0.044658      0.20209
x188         COVAR   11133    -0.066569    -0.084632     0.038629      0.95757
x189         COVAR   11133   -0.0059984   -0.0076419     0.032757      0.57265
x190         COVAR   11133    -0.064995    -0.082779     0.039026      0.95207
x191         COVAR   11133    -0.014651     -0.01837     0.045602      0.62599
x192         COVAR   11133   -0.0024333   -0.0032867     0.031546      0.53074
x193         COVAR   11133     0.030733     0.038187     0.041693      0.23053
x194         COVAR   11133    0.0048376     0.006372     0.033121      0.44194
x195         COVAR   11133     0.032117     0.041533     0.032126      0.15874
x196         COVAR   11133    -0.019607    -0.025359     0.038097       0.6966
x197         COVAR   11133    -0.099209     -0.12647     0.040741      0.99255
x198         COVAR   11133     0.027863     0.034773     0.039942      0.24273
x199         COVAR   11133    -0.011819    -0.015427     0.038904      0.61935
x200         COVAR   11133    -0.064545    -0.082638     0.039133      0.95045
x201         COVAR   11133    -0.010591    -0.013628     0.038228      0.60912
x202         COVAR   11133    -0.096368     -0.12668     0.041735      0.98952
x203         COVAR   11133     0.017955     0.023712     0.026648      0.25024
x204         COVAR   11133    -0.033141    -0.041543     0.040154       0.7954
x205         COVAR   11133     0.072989     0.089213     0.044516     0.050558
x206         COVAR   11133    -0.024974    -0.035191      0.02483      0.84273
x207         COVAR   11133   -0.0056837   -0.0069707     0.039463      0.55726
x208         COVAR   11133      0.02087      0.02761     0.030524      0.24708
x209         COVAR   11133   -0.0040319   -0.0051599     0.037439      0.54288
x210         COVAR   11133   -0.0063552   -0.0080651     0.043361      0.55826
x211         COVAR   11133    -0.047099    -0.062158     0.038486      0.88947
x212         COVAR   11133      0.06775     0.086068     0.032414     0.018315
x213         COVAR   11133     0.062258      0.07544     0.053832      0.12375
x214         COVAR   11133      0.01461     0.020487     0.022322      0.25639
x215         COVAR   11133    -0.059593    -0.076797      0.03961      0.93376
x216         COVAR   11133     0.025741     0.032972     0.042159      0.27075
x217         COVAR   11133      0.04503     0.058005     0.034081     0.093219
x218         COVAR   11133    -0.095318     -0.12695     0.038796      0.99298
x219         COVAR   11133     0.050618     0.065501     0.031984      0.05677
x220         COVAR   11133    -0.037229    -0.047055     0.040845      0.81897
x221         COVAR   11133     0.012912     0.017297     0.026787       0.3149
x222         COVAR   11133     0.050262     0.065152     0.037083      0.08766
x223         COVAR   11133     0.021896     0.027195     0.038667      0.28562
x224         COVAR   11133     0.073996     0.092703     0.042383     0.040432
x225         COVAR   11133   -0.0035585   -0.0045673      0.03912      0.53624
x226         COVAR   11133   -0.0085772     -0.01094     0.037883      0.58956
x227         COVAR   11133     0.033953      0.04332     0.033145      0.15284
x228         COVAR   11133   9.4011e-05   0.00011916     0.037482        0.499
x229         COVAR   11133    -0.066622    -0.086509     0.043416      0.93753
x230         COVAR   11133     -0.02265    -0.029094     0.035957      0.73562
x231         COVAR   11133     0.021529     0.027793     0.037206      0.28142
x232         COVAR   11133      0.04103     0.053535     0.030519     0.089424
x233         COVAR   11133    -0.029084      -0.0362     0.040027      0.76626
x234         COVAR   11133    -0.035633    -0.046107      0.02941      0.88715
x235         COVAR   11133    -0.027498      -0.0373     0.027773      0.83892
x236         COVAR   11133    -0.013272    -0.017806     0.032591      0.65808
x237         COVAR   11133     0.043416     0.055662     0.032828      0.09301
x238         COVAR   11133    -0.027544     -0.03561     0.039958      0.75468
x239         COVAR   11133     0.025421     0.032685     0.033011      0.22064
x240         COVAR   11133      0.04863     0.062738      0.02968     0.050677
x241         COVAR   11133     0.011251     0.013921     0.050965      0.41264
x242         COVAR   11133     0.033539     0.043112     0.036417      0.17854
x243         COVAR   11133    -0.074223     -0.10083     0.034022      0.98542
x244         COVAR   11133     -0.06822    -0.091743     0.037208      0.96662
x245         COVAR   11133     0.006234    0.0081256      0.02724      0.40949
x246         COVAR   11133     0.066582     0.085065      0.03568     0.031027
x247         COVAR   11133    0.0095862     0.012741     0.034833      0.39158
x248         COVAR   11133    -0.003013    -0.003842     0.035995      0.53335
x249         COVAR   11133    -0.031611    -0.038939     0.043341       0.7671
x250         COVAR   11133    0.0094235     0.011623     0.044184      0.41556
x251         COVAR   11133   -0.0069477   -0.0087513     0.037322      0.57384
x252         COVAR   11133     0.022952     0.028481     0.046245      0.30984
x253         COVAR   11133     0.026827     0.035337     0.036306      0.22999
x254         COVAR   11133    -0.086287     -0.11382     0.039493      0.98554
x255         COVAR   11133     0.055047     0.072459     0.036803     0.067377
x256         COVAR   11133     0.099882      0.12357     0.034945    0.0021342
x257         COVAR   11133    -0.096333     -0.12705     0.040576       0.9912
x258         COVAR   11133    -0.033527    -0.043798     0.039292      0.80324
x259         COVAR   11133    -0.025451    -0.033514     0.034029      0.77273
x260         COVAR   11133    -0.038011    -0.049323     0.037537      0.84437
x261         COVAR   11133     0.032123     0.041516     0.034668      0.17708
x262         COVAR   11133    -0.023004    -0.030412     0.037499       0.7302
x263         COVAR   11133     0.019143     0.024599     0.041218      0.32117
x264         COVAR   11133     0.020159     0.025653     0.032814       0.2695
x265         COVAR   11133    -0.015754    -0.019716     0.043527       0.6413
x266         COVAR   11133    -0.072644    -0.093623     0.037634       0.9732
x267         COVAR   11133    -0.013196    -0.016776     0.038184      0.63517
x268         COVAR   11133    -0.013179    -0.017038     0.037635       0.6369
x269         COVAR   11133     -0.11392     -0.14965     0.040205      0.99769
x270         COVAR   11133     0.017864     0.023158     0.037266      0.31584
x271         COVAR   11133   -0.0073999   -0.0094867     0.041477       0.5708
x272         COVAR   11133   -0.0050734   -0.0068175     0.033854      0.55956
x273         COVAR   11133   -0.0065317   -0.0087608     0.029887       0.5865
x274         COVAR   11133     0.057633     0.074053     0.040774     0.078777
x275         COVAR   11133     0.019379     0.023846     0.042064      0.32251
x276         COVAR   11133    -0.012299     -0.01569     0.042582      0.61364
x277         COVAR   11133     0.020643     0.026609     0.031054      0.25312
x278         COVAR   11133    -0.011682    -0.015159     0.039037      0.61762
x279         COVAR   11133    -0.038427    -0.048338     0.044788      0.80454
x280         COVAR   11133    -0.043433    -0.053659     0.039596      0.86364
x281         COVAR   11133    0.0042169    0.0054707     0.035512      0.45274
x282         COVAR   11133     0.019744     0.024845     0.045017      0.33048
x283         COVAR   11133     -0.07632     -0.10175     0.038707      0.97567
x284         COVAR   11133     0.024386     0.031276     0.034985      0.24289
x285         COVAR   11133     0.043896     0.054676     0.045442      0.16703
x286         COVAR   11133    -0.013855    -0.018069     0.039262      0.63791
x287         COVAR   11133     0.013687     0.016878     0.036683      0.35454
x288         COVAR   11133     0.023811     0.033828      0.02201      0.13968
x289         COVAR   11133    -0.045193    -0.059956     0.036943      0.88938
x290         COVAR   11133    -0.029975    -0.038252     0.037146      0.79014
x291         COVAR   11133    -0.015756    -0.019806     0.042813      0.64357
x292         COVAR   11133     -0.09032     -0.11491     0.039152      0.98946
x293         COVAR   11133     0.010291     0.012626     0.047561      0.41435
x294         COVAR   11133    -0.071344    -0.093121     0.036046      0.97609
x295         COVAR   11133     0.015761     0.020208     0.036638      0.33354
x296         COVAR   11133     0.026739     0.032674     0.045618       0.2789
x297         COVAR   11133   -0.0027984   -0.0037329     0.036232      0.53078
x298         COVAR   11133     0.013443     0.016644     0.046248      0.38566
x299         COVAR   11133   -0.0044191     -0.00549     0.047562      0.53701
x300         COVAR   11133     0.032997     0.042235     0.034952      0.17258
x301         COVAR   11133     0.020669     0.026992     0.029449      0.24139
x302         COVAR   11133   -0.0010984   -0.0014186     0.035265      0.51242
x303         COVAR   11133   -0.0015347   -0.0019629     0.040124      0.51526
x304         COVAR   11133    -0.028705    -0.038322     0.032573       0.8109
x305         COVAR   11133     -0.01794     -0.02356     0.036216      0.68982
x306         COVAR   11133    -0.011274    -0.015235     0.029921      0.64683
x307         COVAR   11133     0.010684     0.013716     0.035289      0.38104
x308         COVAR   11133     0.031913     0.039269     0.046442        0.246
x309         COVAR   11133    -0.042053    -0.054219     0.042458      0.83902
x310         COVAR   11133      0.03836     0.049287     0.041921      0.18009
x311         COVAR   11133      0.04492     0.057422     0.036158      0.10707
x312         COVAR   11133    -0.040452    -0.050697     0.040927      0.83851
x313         COVAR   11133   -0.0015808   -0.0019625     0.044881      0.51405
x314         COVAR   11133    -0.058933    -0.078095     0.037222      0.94331
x315         COVAR   11133    -0.038207    -0.048174     0.044593      0.80421
x316         COVAR   11133     0.028903     0.036503     0.040053      0.23528
x317         COVAR   11133    0.0082591     0.010523      0.03672      0.41102
x318         COVAR   11133     0.050584     0.068186      0.02986     0.045146
x319         COVAR   11133      0.01512     0.019901     0.029383      0.30342
x320         COVAR   11133    -0.010702    -0.014373     0.031984      0.63103
x321         COVAR   11133     -0.13679     -0.17593     0.045713      0.99861
x322         COVAR   11133    0.0099036     0.012254     0.038051      0.39733
x323         COVAR   11133     0.018384     0.024338     0.027297      0.25033
x324         COVAR   11133     0.045397     0.060151     0.030489     0.068267
x325         COVAR   11133      0.02156     0.027241      0.03864      0.28843
x326         COVAR   11133    0.0056445    0.0074063     0.035395      0.43665
x327         COVAR   11133    -0.012622    -0.015765     0.046394      0.60721
x328         COVAR   11133    -0.015334     -0.01919     0.040271      0.64831
x329         COVAR   11133    -0.021835    -0.028221     0.039446      0.71005
x330         COVAR   11133    -0.079717     -0.10173     0.044531      0.96327
x331         COVAR   11133     0.098127      0.12262     0.045687     0.015875
x332         COVAR   11133    -0.083565     -0.11269     0.034465      0.99233
x333         COVAR   11133     0.027534     0.034849     0.034055       0.2094
x334         COVAR   11133     0.035497     0.044033     0.041986      0.19894
x335         COVAR   11133       0.0971      0.12108     0.046049     0.017502
x336         COVAR   11133    0.0039372    0.0050625     0.040949       0.4617
x337         COVAR   11133     0.048616     0.061503     0.042901      0.12858
x338         COVAR   11133     0.089279      0.11727     0.033942    0.0042713
x339         COVAR   11133    0.0082575     0.010723     0.034165      0.40451
x340         COVAR   11133     0.039297     0.049732     0.044487      0.18854
x341         COVAR   11133   -0.0088064    -0.011433     0.035704      0.59741
x342         COVAR   11133     0.020295     0.026435     0.030087         0.25
x343         COVAR   11133    0.0018082    0.0022489     0.045792      0.48425
x344         COVAR   11133     -0.02916    -0.036444     0.040316      0.76524
x345         COVAR   11133    -0.012378    -0.015559     0.046532      0.60489
x346         COVAR   11133    0.0049435    0.0065149     0.039167      0.44978
x347         COVAR   11133    -0.074421    -0.096833     0.039038      0.97169
x348         COVAR   11133      0.10642      0.13143     0.048971     0.014895
x349         COVAR   11133     0.064513     0.081221     0.042429     0.064208
x350         COVAR   11133    -0.018015    -0.023585     0.038592      0.67968
x351         COVAR   11133    -0.021939    -0.028824     0.037709      0.71964
x352         COVAR   11133     0.018116     0.024278     0.033505      0.29437
x353         COVAR   11133     -0.10312     -0.12957     0.044891      0.98919
x354         COVAR   11133    -0.025613    -0.035164     0.030172      0.80202
x355         COVAR   11133      0.04164     0.051937      0.04177      0.15942
x356         COVAR   11133     0.037973      0.04906     0.033707      0.12998
x357         COVAR   11133      0.10081      0.12731       0.0432    0.0098168
x358         COVAR   11133     0.025457     0.032152     0.032209      0.21467
x359         COVAR   11133     -0.03376    -0.043761     0.039703      0.80242
x360         COVAR   11133     0.024867     0.031765     0.036178      0.24593
x361         COVAR   11133    0.0036385    0.0046782     0.027979      0.44827
x362         COVAR   11133    -0.096942      -0.1275      0.04006      0.99223
x363         COVAR   11133   -0.0077632   -0.0099447     0.032178      0.59532
x364         COVAR   11133     0.012739     0.017075     0.024968      0.30496
x365         COVAR   11133     -0.08539     -0.11377     0.037075      0.98936
x366         COVAR   11133     0.013588     0.017742     0.036659      0.35545
x367         COVAR   11133     -0.02191    -0.027745     0.040031      0.70792
x368         COVAR   11133    -0.018382    -0.023809     0.037128      0.68973
x369         COVAR   11133     0.018711     0.023467     0.034998      0.29646
x370         COVAR   11133     -0.13978     -0.18578     0.039404       0.9998
x371         COVAR   11133    -0.032761    -0.040849     0.036186      0.81735
x372         COVAR   11133    -0.042067    -0.052869     0.047673      0.81121
x373         COVAR   11133     0.028837     0.035975     0.044924      0.26047
x374         COVAR   11133     0.051346     0.069309     0.030029     0.043657
x375         COVAR   11133    -0.039323    -0.048771     0.040171      0.83618
x376         COVAR   11133     0.032532     0.042089     0.035518      0.17986
x377         COVAR   11133     0.030392     0.037362     0.045823      0.25359
x378         COVAR   11133    0.0032381    0.0040099     0.041068      0.46858
x379         COVAR   11133    -0.030836    -0.038489     0.038128      0.79066
x380         COVAR   11133     0.063334     0.080168     0.039929     0.056363
x381         COVAR   11133     0.032704     0.043167     0.030703      0.14341
x382         COVAR   11133     0.013097     0.016396     0.040593      0.37349
x383         COVAR   11133     0.028131      0.03491     0.044983      0.26587
x384         COVAR   11133   0.00077562    0.0010619      0.02235      0.48616
x385         COVAR   11133     0.039147     0.049912     0.036892      0.14433
x386         COVAR   11133    -0.016215    -0.020675     0.042032      0.65017
x387         COVAR   11133    -0.089998     -0.11933     0.034556      0.99539
x388         COVAR   11133     0.023087     0.029178     0.039347      0.27869
x389         COVAR   11133     0.029774     0.036591     0.049881      0.27529
x390         COVAR   11133    -0.087051     -0.11046     0.040077      0.98506
x391         COVAR   11133     0.019198     0.024272     0.037654      0.30508
x392         COVAR   11133     0.054143     0.069714      0.03571     0.064752
x393         COVAR   11133     0.029738     0.038945     0.030431      0.16424
x394         COVAR   11133     -0.10732     -0.14054     0.040805      0.99572
x395         COVAR   11133    -0.025203    -0.032548     0.040251      0.73438
x396         COVAR   11133     0.026326     0.032597     0.041281      0.26183
x397         COVAR   11133    -0.021261    -0.026852      0.04428      0.68443
x398         COVAR   11133    0.0037888    0.0046935     0.045157      0.46657
x399         COVAR   11133     0.027122     0.033971     0.035616      0.22318
x400         COVAR   11133     -0.11953     -0.15504     0.037043      0.99937
x401         COVAR   11133    -0.011572    -0.014663       0.0395      0.61522
x402         COVAR   11133   -0.0032829   -0.0040886     0.045892      0.52851
x403         COVAR   11133    -0.028476    -0.036491     0.041367      0.75439
x404         COVAR   11133     0.020916     0.026662     0.040237       0.3016
x405         COVAR   11133     0.081804      0.10561     0.036098     0.011732
x406         COVAR   11133    -0.037151    -0.047601     0.042791      0.80735
x407         COVAR   11133     0.003973    0.0050181     0.041303      0.46169
x408         COVAR   11133     0.013337     0.016972     0.042418       0.3766
x409         COVAR   11133    -0.060366    -0.075004      0.04691      0.90091
x410         COVAR   11133    -0.017963    -0.022438     0.036866      0.68696
x411         COVAR   11133    -0.025956     -0.03418     0.036538      0.76126
x412         COVAR   11133    -0.010738    -0.014398     0.034387      0.62258
x413         COVAR   11133    -0.037707    -0.048322     0.039946      0.82739
x414         COVAR   11133     0.003193    0.0041574     0.037661      0.46622
x415         COVAR   11133    0.0077104    0.0095367     0.049128      0.43765
x416         COVAR   11133     -0.01148    -0.015002     0.035522      0.62671
x417         COVAR   11133     0.054126     0.069192     0.042462      0.10122
x418         COVAR   11133    -0.013521    -0.017466     0.041845       0.6267
x419         COVAR   11133     0.076341     0.099636     0.035073     0.014766
x420         COVAR   11133     0.010703     0.013496     0.034756      0.37906
x421         COVAR   11133    -0.023454    -0.029869     0.033768      0.75632
x422         COVAR   11133     0.035347     0.044021     0.043245      0.20687
x423         COVAR   11133     0.053727     0.068934     0.034127     0.057721
