# TOTAL_GENES = 11133
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
x424         COVAR   11133    -0.027352    -0.033903     0.050234      0.70694
x425         COVAR   11133    -0.041876    -0.053736     0.036724      0.87291
x426         COVAR   11133     0.029997     0.038926     0.030774      0.16485
x427         COVAR   11133    -0.038372    -0.049067     0.037179      0.84897
x428         COVAR   11133    0.0047021    0.0061251     0.036792      0.44915
x429         COVAR   11133   -0.0062058   -0.0077634     0.045445      0.55431
x430         COVAR   11133     0.030811     0.039716     0.034583       0.1865
x431         COVAR   11133     0.036577       0.0459     0.041938      0.19157
x432         COVAR   11133   0.00081629    0.0010484     0.037596      0.49134
x433         COVAR   11133     0.049034     0.061974     0.040033      0.11034
x434         COVAR   11133    -0.071896    -0.094666     0.039031      0.96725
x435         COVAR   11133     -0.11382     -0.14341     0.042692      0.99616
x436         COVAR   11133    -0.036856    -0.046667     0.037364      0.83803
x437         COVAR   11133     0.082912      0.10429     0.039702     0.018396
x438         COVAR   11133     0.023313     0.029015     0.041139      0.28547
x439         COVAR   11133     0.034862     0.042383     0.046148        0.225
x440         COVAR   11133     0.020739     0.027318     0.035059      0.27708
x441         COVAR   11133     0.053897     0.068587     0.039079     0.083933
x442         COVAR   11133   -0.0063917   -0.0080229     0.042255      0.56012
x443         COVAR   11133     0.034618      0.04469     0.034621      0.15869
x444         COVAR   11133    0.0076527      0.01009     0.025469      0.38191
x445         COVAR   11133    0.0071324    0.0087391     0.051984      0.44544
x446         COVAR   11133    0.0030568    0.0037996     0.039723      0.46933
x447         COVAR   11133     0.024283     0.031353     0.031738      0.22211
x448         COVAR   11133    -0.065832    -0.087091     0.037966      0.95852
x449         COVAR   11133     0.057266     0.073616     0.034391     0.047958
x450         COVAR   11133     0.036195     0.048117     0.029751      0.11189
x451         COVAR   11133     0.053138     0.068009      0.03551      0.06729
x452         COVAR   11133     0.036928     0.047367     0.032009      0.12433
x453         COVAR   11133     -0.06803    -0.086237     0.040488      0.95353
x454         COVAR   11133    -0.017701    -0.021809     0.043791      0.65697
x455         COVAR   11133    -0.029513    -0.037818     0.035166      0.79932
x456         COVAR   11133     0.052986      0.06914     0.034492     0.062262
x457         COVAR   11133    -0.083714      -0.1075     0.038169      0.98584
x458         COVAR   11133    -0.020996    -0.026786     0.044259      0.68239
x459         COVAR   11133      0.12919      0.15512     0.041941    0.0010365
x460         COVAR   11133    -0.053685     -0.06977     0.042368      0.89743
x461         COVAR   11133    -0.008227    -0.010568     0.032988      0.59847
x462         COVAR   11133    -0.032471    -0.040935     0.044526      0.76707
x463         COVAR   11133    -0.051005    -0.065795     0.040359      0.89684
x464         COVAR   11133     -0.11301     -0.14254     0.043631       0.9952
x465         COVAR   11133    -0.055076    -0.068829     0.036462      0.93453
x466         COVAR   11133     0.020339      0.02517      0.03983      0.30481
x467         COVAR   11133     0.014166     0.018756     0.034167      0.33922
x468         COVAR   11133    -0.031396    -0.040195     0.039475      0.78678
x469         COVAR   11133     0.026119      0.03353      0.04487      0.28025
x470         COVAR   11133    -0.013865     -0.01809     0.036224      0.64905
x471         COVAR   11133    -0.043968    -0.056162     0.037855      0.87727
x472         COVAR   11133     0.027127     0.034836     0.031957        0.198
x473         COVAR   11133     0.029422     0.036421     0.042649      0.24514
x474         COVAR   11133    -0.034928    -0.043587     0.039143      0.81388
x475         COVAR   11133  -3.3403e-05  -4.2707e-05      0.04255      0.50031
x476         COVAR   11133    -0.056458    -0.072605     0.042057      0.91026
x477         COVAR   11133     -0.04782     -0.06065     0.042758      0.86828
x478         COVAR   11133    -0.026171    -0.033631     0.042195      0.73244
x479         COVAR   11133    0.0078479    0.0099858     0.041923      0.42575
x480         COVAR   11133     0.049008     0.061823      0.03629     0.088452
x481         COVAR   11133    -0.054776     -0.07393     0.033688      0.94801
x482         COVAR   11133   -0.0023423   -0.0028725      0.04616      0.52023
x483         COVAR   11133     -0.02557    -0.032116     0.041899      0.72916
x484         COVAR   11133    -0.036652    -0.046176     0.041085      0.81382
x485         COVAR   11133     0.031935     0.042515     0.029743      0.14149
x486         COVAR   11133    -0.020665    -0.026628     0.035546       0.7195
x487         COVAR   11133     0.023181     0.029723     0.041921      0.29015
x488         COVAR   11133     0.069519     0.089075     0.039786     0.040305
x489         COVAR   11133   -0.0023755   -0.0031318     0.036844       0.5257
x490         COVAR   11133    -0.014159     -0.01813     0.040641      0.63622
x491         COVAR   11133    0.0054981    0.0070124     0.032317      0.43245
x492         COVAR   11133     0.034782     0.043338     0.039998      0.19227
x493         COVAR   11133    0.0074284    0.0098589     0.035452      0.41702
x494         COVAR   11133     0.050512     0.063642     0.040595      0.10671
x495         COVAR   11133    -0.053853    -0.066761     0.044308      0.88788
x496         COVAR   11133    -0.013498    -0.016935     0.037273      0.64137
x497         COVAR   11133     0.024151      0.03209      0.02717      0.18704
x498         COVAR   11133     -0.12872     -0.16087      0.04628      0.99729
x499         COVAR   11133    -0.015201     -0.01995      0.03399      0.67263
x500         COVAR   11133    -0.013889    -0.018276     0.036836      0.64692
x501         COVAR   11133    0.0029631    0.0036957     0.039629       0.4702
x502         COVAR   11133    -0.085124     -0.10899     0.039909      0.98353
x503         COVAR   11133     0.011819     0.015644     0.035653      0.37013
x504         COVAR   11133     0.015834     0.020826     0.036845      0.33369
x505         COVAR   11133    -0.043098    -0.054301     0.043679      0.83809
x506         COVAR   11133    -0.021484     -0.02809      0.03913      0.70851
x507         COVAR   11133     0.002728    0.0033498     0.039049      0.47215
x508         COVAR   11133    -0.042718    -0.054223     0.039725      0.85887
x509         COVAR   11133    0.0011216    0.0014535     0.039459      0.48866
x510         COVAR   11133   -0.0039106     -0.00496     0.035754      0.54355
x511         COVAR   11133     -0.10429     -0.13716     0.037088      0.99753
x512         COVAR   11133    0.0011064    0.0013718      0.03933      0.48878
x513         COVAR   11133    -0.013341    -0.016852     0.035918      0.64484
x514         COVAR   11133    -0.078157    -0.099677     0.039129       0.9771
x515         COVAR   11133    -0.037222    -0.048389     0.035438       0.8532
x516         COVAR   11133    -0.075959    -0.098604     0.041087      0.96774
x517         COVAR   11133    -0.013743     -0.01801     0.037908      0.64152
x518         COVAR   11133     -0.04908    -0.061882     0.043726      0.86915
x519         COVAR   11133     0.055744     0.072637     0.038822     0.075536
x520         COVAR   11133    -0.041718    -0.052505     0.047789      0.80865
x521         COVAR   11133    -0.082831     -0.10547     0.048549      0.95599
x522         COVAR   11133    -0.053171     -0.06952     0.039466      0.91103
x523         COVAR   11133    -0.045716    -0.059426     0.029425      0.93985
x524         COVAR   11133     0.027448     0.033751     0.049499      0.28962
x525         COVAR   11133     0.021739     0.027523     0.039962      0.29323
x526         COVAR   11133     0.037648     0.047653     0.040755      0.17782
x527         COVAR   11133     0.012793     0.016453      0.03464      0.35595
x528         COVAR   11133   0.00072698   0.00092538     0.035975      0.49194
x529         COVAR   11133    0.0018816    0.0023713     0.038893      0.48071
x530         COVAR   11133   -0.0041662   -0.0055246     0.034321      0.54831
x531         COVAR   11133    0.0035263     0.004504      0.04559      0.46917
x532         COVAR   11133     0.010264      0.01273     0.037601      0.39244
x533         COVAR   11133      0.03686     0.047095     0.034047       0.1395
x534         COVAR   11133    -0.013415    -0.016921     0.035393      0.64767
x535         COVAR   11133     -0.17898     -0.23164     0.041099      0.99999
x536         COVAR   11133    -0.031532    -0.039401     0.038131      0.79586
x537         COVAR   11133   -0.0017717   -0.0022791     0.032698      0.52161
x538         COVAR   11133    -0.072681    -0.094341     0.041307      0.96074
x539         COVAR   11133    -0.046091    -0.057854     0.041334      0.86758
x540         COVAR   11133    -0.010313     -0.01266      0.04117       0.5989
x541         COVAR   11133      0.10265      0.12733     0.034365    0.0014113
x542         COVAR   11133   -0.0023913   -0.0030146     0.042774      0.52229
x543         COVAR   11133     0.027501     0.034915     0.035861      0.22158
x544         COVAR   11133     0.029607     0.038409     0.034119      0.19278
x545         COVAR   11133     0.035257     0.045654     0.033458        0.146
x546         COVAR   11133      0.11202       0.1359     0.039929    0.0025155
x547         COVAR   11133     -0.12149     -0.15718     0.039576      0.99893
x548         COVAR   11133      0.05321     0.068148     0.035547     0.067228
x549         COVAR   11133   0.00029379   0.00036789     0.036309      0.49677
x550         COVAR   11133    0.0025357    0.0032225     0.034668      0.47085
x551         COVAR   11133    -0.047196    -0.061092     0.040198       0.8798
x552         COVAR   11133    -0.028457    -0.037458      0.03619      0.78416
